GENDER (1=M)	MEASURED WEIGHT (LB)	REPORTED WEIGHT (LB)	MEASURED HEIGHT (IN)	REPORTED  HEIGHT (IN)	MEASURED WEIGHT (KG)	REPORTED WEIGHT (KG)	MEASURED HEIGHT (CM)	REPORTED HEIGHT (CM)
0	147.9	150	62.8	64	67.1	68.0	159.6	162.6
1	195.3	195	65.7	68	88.6	88.5	166.9	172.7
1	230.2	231	69.6	69	104.4	104.8	176.9	175.3
0	138.5	135	63.5	62	62.8	61.2	161.2	157.5
1	215.8	215	63.9	65	97.9	97.5	162.4	165.1
0	163.8	150	58.5	59	74.3	68.0	148.5	149.9
0	119.5	120	63.3	64	54.2	54.4	160.9	162.6
1	200.8	194	69.8	71	91.1	88.0	177.3	180.3
0	190.7	180	64.5	65	86.5	81.6	163.9	165.1
1	180.1	182	65.5	66	81.7	82.6	166.3	167.6
0	106.0	110	59.8	60	48.1	49.9	151.8	152.4
0	158.5	160	60.8	61	71.9	72.6	154.4	154.9
1	174.6	180	65.9	67	79.2	81.6	167.4	170.2
0	185.8	170	63.3	62	84.3	77.1	160.9	157.5
0	118.2	118	62.4	63	53.6	53.5	158.6	160.0
0	108.9	108	61.3	61	49.4	49.0	155.6	154.9
0	220.2	220	62.8	63	99.9	99.8	159.6	160.0
0	183.2	183	65.9	67	83.1	83.0	167.5	170.2
0	141.3	145	67.1	68	64.1	65.8	170.5	172.7
0	148.6	140	60.1	60	67.4	63.5	152.6	152.4
0	145.9	142	61.2	62	66.2	64.4	155.4	157.5
1	135.8	138	67.4	67	61.6	62.6	171.1	170.2
0	157.9	140	65.1	67	71.6	63.5	165.4	170.2
1	191.4	187	69.6	71	86.8	84.8	176.8	180.3
1	210.5	215	68.7	64	95.5	97.5	174.4	162.6
1	226.6	224	68.3	68	102.8	101.6	173.6	172.7
1	246.7	240	72.8	74	111.9	108.9	185.0	188.0
1	195.8	210	73.7	74	88.8	95.3	187.3	188.0
1	253.5	260	71.9	73	115.0	117.9	182.5	185.4
0	131.2	130	62.3	63	59.5	59.0	158.3	160.0
0	105.4	155	57.0	61	47.8	70.3	144.9	154.9
1	168.2	168	71.1	72	76.3	76.2	180.7	182.9
0	136.7	127	60.2	60	62.0	57.6	152.8	152.4
0	149.5	149	59.1	60	67.8	67.6	150.0	152.4
0	186.1	180	63.5	64	84.4	81.6	161.3	162.6
0	123.5	126	58.0	60	56.0	57.2	147.2	152.4
0	149.0	145	63.1	63	67.6	65.8	160.3	160.0
0	288.1	275	63.7	63	130.7	124.7	161.9	160.0
0	197.5	198	58.7	64	89.6	89.8	149.1	162.6
1	262.1	250	67.7	69	118.9	113.4	171.9	175.3
0	150.6	153	62.1	63	68.3	69.4	157.7	160.0
1	228.2	225	77.0	76	103.5	102.1	195.6	193.0
1	241.6	235	70.0	71	109.6	106.6	177.8	180.3
1	200.6	200	72.3	72	91.0	90.7	183.6	182.9
1	231.9	230	74.2	75	105.2	104.3	188.5	190.5
1	102.7	108	61.7	60	46.6	49.0	156.8	152.4
0	160.5	162	58.5	59	72.8	73.5	148.5	149.9
0	173.9	172	65.7	67	78.9	78.0	166.8	170.2
0	143.1	142	58.9	60	64.9	64.4	149.5	152.4
0	143.7	145	67.8	69	65.2	65.8	172.3	175.3
0	259.0	240	64.1	63	117.5	108.9	162.8	160.0
0	171.3	161	62.0	65	77.7	73.0	157.5	165.1
0	174.2	155	58.4	59	79.0	70.3	148.3	149.9
1	166.7	167	66.8	69	75.6	75.7	169.6	175.3
0	123.7	117	65.6	67	56.1	53.1	166.5	170.2
1	127.2	140	64.9	68	57.7	63.5	164.9	172.7
0	215.4	210	62.2	62	97.7	95.3	158.0	157.5
0	142.9	145	67.0	68	64.8	65.8	170.3	172.7
0	131.2	135	62.5	63	59.5	61.2	158.7	160.0
0	158.1	152	58.0	60	71.7	68.9	147.3	152.4
1	168.2	165	66.4	66	76.3	74.8	168.6	167.6
1	233.7	240	69.6	72	106.0	108.9	176.7	182.9
0	145.9	140	58.3	55	66.2	63.5	148.1	139.7
1	177.7	174	62.4	65	80.6	78.9	158.6	165.1
0	192.0	192	65.2	66	87.1	87.1	165.7	167.6
0	214.5	203	64.5	59	97.3	92.1	163.9	149.9
0	203.0	180	62.7	63	92.1	81.6	159.2	160.0
0	203.9	190	66.0	66	92.5	86.2	167.6	167.6
0	155.4	150	62.8	63	70.5	68.0	159.4	160.0
0	129.4	130	66.9	67	58.7	59.0	169.9	170.2
1	189.4	194	66.3	67	85.9	88.0	168.4	170.2
0	135.6	130	59.6	61	61.5	59.0	151.4	154.9
0	117.1	116	59.1	60	53.1	52.6	150.1	152.4
0	110.0	106	63.6	64	49.9	48.1	161.5	162.6
0	145.1	145	62.3	62	65.8	65.8	158.2	157.5
1	223.8	220	70.0	70	101.5	99.8	177.7	177.8
1	216.9	210	68.0	69	98.4	95.3	172.8	175.3
0	135.8	130	65.1	65	61.6	59.0	165.3	165.1
0	202.6	197	60.6	61	91.9	89.4	153.9	154.9
0	115.7	115	59.9	61	52.5	52.2	152.2	154.9
0	166.0	166	61.8	64	75.3	75.3	157.0	162.6
0	218.9	210	64.3	65	99.3	95.3	163.3	165.1
1	173.3	180	63.8	60	78.6	81.6	162.0	152.4
0	191.6	190	57.9	57	86.9	86.2	147.1	144.8
0	181.2	176	60.5	60	82.2	79.8	153.6	152.4
1	129.2	132	68.1	68	58.6	59.9	172.9	172.7
1	121.0	124	65.0	65	54.9	56.2	165.1	165.1
0	134.0	132	65.8	65	60.8	59.9	167.1	165.1
0	226.6	245	65.7	67	102.8	111.1	166.8	170.2
1	238.3	230	68.4	69	108.1	104.3	173.7	175.3
1	139.6	140	63.5	64	63.3	63.5	161.3	162.6
1	114.4	100	68.9	70	51.9	45.4	175.1	177.8
1	158.1	160	68.2	68	71.7	72.6	173.2	172.7
0	194.2	200	60.5	60	88.1	90.7	153.7	152.4
0	159.8	165	61.5	62	72.5	74.8	156.2	157.5
0	246.5	243	63.3	62	111.8	110.2	160.7	157.5
0	172.0	159	67.6	68	78.0	72.1	171.8	172.7
1	220.0	220	66.9	67	99.8	99.8	170.0	170.2
0	135.1	128	65.3	66	61.3	58.1	165.8	167.6
0	218.9	222	64.3	64	99.3	100.7	163.3	162.6
0	147.5	148	63.1	63	66.9	67.1	160.3	160.0
0	150.6	145	61.6	62	68.3	65.8	156.5	157.5
0	125.9	120	63.1	63	57.1	54.4	160.2	160.0
1	242.1	232	71.4	73	109.8	105.2	181.3	185.4
1	123.9	130	64.3	66	56.2	59.0	163.2	167.6
0	209.4	209	64.1	65	95.0	94.8	162.9	165.1
0	130.1	130	61.9	62	59.0	59.0	157.1	157.5
1	140.0	121	60.0	61	63.5	54.9	152.3	154.9
1	243.8	250	73.0	72	110.6	113.4	185.3	182.9
1	129.4	130	70.6	72	58.7	59.0	179.4	182.9
1	126.3	135	63.4	63	57.3	61.2	161.1	160.0
0	122.4	120	58.1	59	55.5	54.4	147.6	149.9
1	207.7	205	71.6	72	94.2	93.0	181.8	182.9
1	235.7	239	66.7	69	106.9	108.4	169.5	175.3
0	289.0	285	69.0	70	131.1	129.3	175.2	177.8
0	161.2	153	67.4	68	73.1	69.4	171.1	172.7
1	142.2	156	70.2	71	64.5	70.8	178.2	180.3
0	107.1	110	61.8	62	48.6	49.9	156.9	157.5
1	240.1	241	67.1	67	108.9	109.3	170.5	170.2
1	177.3	184	67.1	67	80.4	83.5	170.4	170.2
1	126.3	148	69.3	70	57.3	67.1	176.0	177.8
0	148.4	130	59.7	61	67.3	59.0	151.7	154.9
0	263.0	259	67.5	67	119.3	117.5	171.5	170.2
0	127.6	127	62.5	64	57.9	57.6	158.7	162.6
0	165.3	175	59.4	59	75.0	79.4	150.9	149.9
0	89.7	88	59.8	60	40.7	39.9	151.9	152.4
1	250.0	222	66.2	64	113.4	100.7	168.2	162.6
0	164.7	160	63.2	64	74.7	72.6	160.6	162.6
1	180.6	175	68.9	69	81.9	79.4	175.0	175.3
1	178.4	175	68.3	69	80.9	79.4	173.6	175.3
1	188.7	190	67.1	68	85.6	86.2	170.5	172.7
1	184.7	175	69.4	71	83.8	79.4	176.4	180.3
0	99.4	100	61.8	62	45.1	45.4	156.9	157.5
1	164.5	160	69.0	69	74.6	72.6	175.2	175.3
0	147.7	147	59.5	62	67.0	66.7	151.1	157.5
0	198.0	190	59.7	60	89.8	86.2	151.7	152.4
0	190.3	190	64.1	65	86.3	86.2	162.7	165.1
1	153.0	156	69.4	72	69.4	70.8	176.4	182.9
0	132.5	133	68.1	69	60.1	60.3	172.9	175.3
0	253.1	250	66.1	66	114.8	113.4	167.9	167.6
0	235.5	230	62.4	64	106.8	104.3	158.5	162.6
0	132.9	134	63.1	62	60.3	60.8	160.3	157.5
0	169.3	160	61.6	61	76.8	72.6	156.5	154.9
1	214.1	200	69.2	70	97.1	90.7	175.8	177.8
0	208.6	200	65.8	66	94.6	90.7	167.2	167.6
1	164.9	170	61.9	63	74.8	77.1	157.2	160.0
0	177.9	178	60.5	61	80.7	80.7	153.6	154.9
0	131.0	125	60.3	60	59.4	56.7	153.2	152.4
0	167.8	167	63.3	64	76.1	75.7	160.9	162.6
1	198.6	200	68.2	68	90.1	90.7	173.3	172.7
0	146.4	150	63.3	65	66.4	68.0	160.8	165.1
0	121.3	120	65.0	66	55.0	54.4	165.1	167.6
0	174.8	178	62.9	64	79.3	80.7	159.8	162.6
0	192.5	192	64.9	65	87.3	87.1	164.9	165.1
1	136.5	148	64.3	65	61.9	67.1	163.2	165.1
1	185.0	170	61.8	62	83.9	77.1	157.0	157.5
0	220.9	225	63.1	63	100.2	102.1	160.2	160.0
0	233.2	220	65.2	66	105.8	99.8	165.6	167.6
1	213.0	205	67.1	68	96.6	93.0	170.5	172.7
1	197.8	187	69.0	69	89.7	84.8	175.2	175.3
1	253.8	253	70.3	73	115.1	114.8	178.6	185.4
0	183.6	160	68.0	69	83.3	72.6	172.8	175.3
0	209.7	200	65.1	65	95.1	90.7	165.4	165.1
1	130.3	132	70.5	70	59.1	59.9	179.1	177.8
1	134.7	134	63.1	63	61.1	60.8	160.4	160.0
1	222.2	217	65.9	66	100.8	98.4	167.4	167.6
0	263.7	185	60.9	60	119.6	83.9	154.7	152.4
0	132.5	130	62.9	63	60.1	59.0	159.8	160.0
1	190.3	190	68.2	67	86.3	86.2	173.3	170.2
1	138.9	137	69.0	68	63.0	62.1	175.3	172.7
0	214.3	180	67.7	68	97.2	81.6	171.9	172.7
0	201.3	194	64.7	66	91.3	88.0	164.3	167.6
1	207.9	212	73.0	74	94.3	96.2	185.3	188.0
1	221.1	208	72.8	74	100.3	94.3	184.8	188.0
1	244.5	255	68.5	69	110.9	115.7	174.0	175.3
1	172.4	170	68.9	68	78.2	77.1	174.9	172.7
0	156.5	154	63.0	65	71.0	69.9	159.9	165.1
0	275.1	270	65.1	67	124.8	122.5	165.4	170.2
0	371.7	368	65.5	66	168.6	166.9	166.4	167.6
0	181.4	190	65.4	65	82.3	86.2	166.1	165.1
1	181.4	185	67.8	68	82.3	83.9	172.1	172.7
1	172.0	175	72.0	73	78.0	79.4	182.9	185.4
0	197.5	200	62.1	63	89.6	90.7	157.8	160.0
1	123.9	125	67.0	68	56.2	56.7	170.2	172.7
1	218.3	214	71.1	72	99.0	97.1	180.7	182.9
1	314.2	300	66.6	67	142.5	136.1	169.1	170.2
1	115.5	120	68.0	69	52.4	54.4	172.6	175.3
0	251.3	200	63.7	64	114.0	90.7	161.9	162.6
1	149.0	160	69.6	70	67.6	72.6	176.8	177.8
1	178.8	170	65.4	69	81.1	77.1	166.1	175.3
0	102.7	110	65.7	66	46.6	49.9	167.0	167.6
0	191.4	170	64.0	65	86.8	77.1	162.6	165.1
1	211.2	208	72.9	75	95.8	94.3	185.1	190.5
0	126.1	122	63.1	65	57.2	55.3	160.3	165.1
0	208.3	205	64.8	64	94.5	93.0	164.7	162.6
0	217.8	215	61.3	62	98.8	97.5	155.6	157.5
1	169.1	165	67.7	67	76.7	74.8	171.9	170.2
1	176.8	195	68.3	69	80.2	88.5	173.6	175.3
1	197.3	195	72.5	73	89.5	88.5	184.2	185.4
1	207.5	205	68.2	69	94.1	93.0	173.3	175.3
0	141.5	136	56.8	59	64.2	61.7	144.2	149.9
0	139.8	145	64.2	65	63.4	65.8	163.0	165.1
0	186.1	188	63.7	64	84.4	85.3	161.8	162.6
0	155.4	151	63.2	64	70.5	68.5	160.5	162.6
1	156.7	160	68.3	68	71.1	72.6	173.6	172.7
1	175.7	180	64.9	65	79.7	81.6	164.9	165.1
1	223.8	223	74.1	74	101.5	101.2	188.1	188.0
1	143.5	151	63.9	65	65.1	68.5	162.3	165.1
1	190.7	185	69.8	71	86.5	83.9	177.2	180.3
0	159.8	150	61.6	64	72.5	68.0	156.5	162.6
0	205.7	213	67.2	68	93.3	96.6	170.8	172.7
1	150.4	146	63.5	64	68.2	66.2	161.2	162.6
1	164.9	165	66.4	68	74.8	74.8	168.7	172.7
0	186.5	160	61.3	61	84.6	72.6	155.6	154.9
0	151.2	150	62.9	63	68.6	68.0	159.7	160.0
1	262.8	280	72.5	73	119.2	127.0	184.2	185.4
1	242.9	240	70.4	71	110.2	108.9	178.9	180.3
1	209.9	204	68.8	69	95.2	92.5	174.7	175.3
0	134.9	140	62.4	62	61.2	63.5	158.4	157.5
1	180.8	180	67.8	68	82.0	81.6	172.1	172.7
0	294.5	308	68.7	71	133.6	139.7	174.6	180.3
0	139.8	137	60.9	62	63.4	62.1	154.6	157.5
0	118.6	114	60.5	61	53.8	51.7	153.7	154.9
0	140.0	145	65.5	66	63.5	65.8	166.3	167.6
1	176.8	180	72.0	73	80.2	81.6	183.0	185.4
1	150.6	135	63.4	65	68.3	61.2	161.0	165.1
1	171.7	174	73.1	75	77.9	78.9	185.6	190.5
1	160.9	165	65.3	66	73.0	74.8	165.9	167.6
0	314.2	285	63.5	63	142.5	129.3	161.4	160.0
1	114.4	122	68.5	69	51.9	55.3	174.0	175.3
1	211.0	205	69.7	71	95.7	93.0	177.0	180.3
0	106.0	104	58.5	60	48.1	47.2	148.7	152.4
1	170.9	170	68.3	69	77.5	77.1	173.5	175.3
0	165.1	168	62.8	64	74.9	76.2	159.4	162.6
0	159.8	160	65.3	66	72.5	72.6	165.9	167.6
1	180.6	192	66.1	68	81.9	87.1	167.8	172.7
0	149.5	148	65.8	66	67.8	67.1	167.2	167.6
1	152.6	153	67.2	67	69.2	69.4	170.6	170.2
0	146.6	140	61.2	62	66.5	63.5	155.4	157.5
1	195.8	193	71.8	72	88.8	87.5	182.3	182.9
0	174.8	174	60.6	60	79.3	78.9	153.9	152.4
0	185.0	175	62.0	61	83.9	79.4	157.6	154.9
0	228.8	229	68.4	69	103.8	103.9	173.8	175.3
0	265.2	264	65.9	66	120.3	119.7	167.3	167.6
1	153.9	176	67.9	70	69.8	79.8	172.5	177.8
1	156.7	160	69.8	70	71.1	72.6	177.3	177.8
1	158.7	165	71.0	72	72.0	74.8	180.3	182.9
0	136.0	130	60.2	60	61.7	59.0	152.9	152.4
0	144.2	142	65.8	67	65.4	64.4	167.1	170.2
1	140.4	155	73.8	76	63.7	70.3	187.4	193.0
1	214.3	220	69.2	69	97.2	99.8	175.8	175.3
1	154.5	158	66.7	68	70.1	71.7	169.4	172.7
1	120.2	120	61.8	62	54.5	54.4	157.0	157.5
0	126.8	127	64.7	66	57.5	57.6	164.4	167.6
0	172.4	178	59.7	60	78.2	80.7	151.7	152.4
0	165.8	164	65.2	65	75.2	74.4	165.7	165.1
0	221.1	215	69.1	70	100.3	97.5	175.4	177.8
0	196.9	202	69.6	70	89.3	91.6	176.7	177.8
1	200.2	200	70.4	72	90.8	90.7	178.8	182.9
1	154.1	150	69.9	71	69.9	68.0	177.5	180.3
0	196.0	200	66.1	67	88.9	90.7	167.8	170.2
0	142.0	140	58.7	60	64.4	63.5	149.2	152.4
0	157.0	122	66.0	65	71.2	55.3	167.6	165.1
0	134.5	135	63.2	63	61.0	61.2	160.5	160.0
0	169.1	170	63.8	65	76.7	77.1	162.0	165.1
0	177.9	175	58.7	59	80.7	79.4	149.0	149.9
1	134.5	147	63.0	64	61.0	66.7	159.9	162.6
0	168.4	155	63.3	64	76.4	70.3	160.9	162.6
0	153.7	155	63.3	63	69.7	70.3	160.8	160.0
1	230.8	230	73.5	73	104.7	104.3	186.7	185.4
0	172.4	174	69.3	71	78.2	78.9	175.9	180.3
1	186.1	190	70.3	70	84.4	86.2	178.6	177.8
1	241.8	230	70.4	72	109.7	104.3	178.9	182.9
1	244.7	240	72.2	72	111.0	108.9	183.3	182.9
1	159.0	150	73.2	74	72.1	68.0	186.0	188.0
1	230.6	225	67.0	67	104.6	102.1	170.1	170.2
0	128.1	128	58.7	62	58.1	58.1	149.1	157.5
0	158.7	158	60.0	62	72.0	71.7	152.5	157.5
1	382.3	386	70.7	71	173.4	175.1	179.6	180.3
1	288.8	297	69.3	68	131.0	134.7	176.1	172.7
1	189.2	190	66.6	69	85.8	86.2	169.1	175.3
0	195.3	188	64.0	64	88.6	85.3	162.6	162.6
1	199.5	200	69.0	67	90.5	90.7	175.3	170.2
0	197.3	199	62.6	63	89.5	90.3	159.1	160.0
1	133.4	150	64.4	60	60.5	68.0	163.7	152.4
0	115.1	117	61.2	60	52.2	53.1	155.5	152.4
0	179.2	170	64.5	65	81.3	77.1	163.9	165.1
0	110.9	111	63.5	64	50.3	50.3	161.2	162.6
1	162.3	150	66.0	64	73.6	68.0	167.7	162.6
1	167.1	160	67.0	69	75.8	72.6	170.1	175.3
0	152.8	153	65.4	66	69.3	69.4	166.2	167.6
1	163.4	140	67.8	66	74.1	63.5	172.2	167.6
0	110.9	109	65.2	66	50.3	49.4	165.7	167.6
0	152.1	150	62.2	63	69.0	68.0	158.1	160.0
0	131.0	130	66.9	68	59.4	59.0	169.9	172.7
0	134.9	130	63.4	64	61.2	59.0	161.1	162.6
1	192.5	187	68.3	68	87.3	84.8	173.6	172.7
1	156.3	160	68.4	72	70.9	72.6	173.7	182.9
0	197.3	190	67.3	67	89.5	86.2	170.9	170.2
1	205.5	205	68.5	68	93.2	93.0	174.1	172.7
0	158.3	165	61.5	63	71.8	74.8	156.1	160.0
1	194.7	190	68.3	68	88.3	86.2	173.4	172.7
0	123.7	128	63.3	65	56.1	58.1	160.7	165.1
0	119.5	140	58.2	59	54.2	63.5	147.8	149.9
1	164.9	160	68.0	69	74.8	72.6	172.8	175.3
1	204.1	219	67.2	69	92.6	99.3	170.6	175.3
0	242.5	230	62.6	63	110.0	104.3	158.9	160.0
0	254.0	251	64.9	65	115.2	113.9	164.9	165.1
0	215.0	214	64.0	66	97.5	97.1	162.6	167.6
1	218.5	220	70.6	71	99.1	99.8	179.3	180.3
0	131.6	127	61.3	62	59.7	57.6	155.6	157.5
0	148.6	145	62.8	64	67.4	65.8	159.5	162.6
1	158.1	166	67.0	64	71.7	75.3	170.3	162.6
1	138.5	142	65.8	66	62.8	64.4	167.1	167.6
0	188.5	180	61.3	61	85.5	81.6	155.6	154.9
1	184.1	190	69.2	70	83.5	86.2	175.8	177.8
1	164.9	179	73.0	75	74.8	81.2	185.3	190.5
1	120.6	130	68.5	69	54.7	59.0	174.0	175.3
1	321.4	317	70.2	70	145.8	143.8	178.3	177.8
0	168.2	161	63.4	64	76.3	73.0	161.0	162.6
0	197.1	150	66.2	66	89.4	68.0	168.2	167.6
1	211.2	200	68.4	69	95.8	90.7	173.7	175.3
1	252.0	250	70.9	71	114.3	113.4	180.1	180.3
1	228.4	225	73.8	74	103.6	102.1	187.5	188.0
1	228.8	225	72.4	73	103.8	102.1	184.0	185.4
1	185.8	186	70.0	71	84.3	84.4	177.7	180.3
1	188.3	182	68.9	69	85.4	82.6	175.1	175.3
1	216.1	215	69.8	70	98.0	97.5	177.2	177.8
0	138.5	140	64.3	65	62.8	63.5	163.3	165.1
1	249.6	250	62.8	64	113.2	113.4	159.4	162.6
0	183.0	180	66.7	67	83.0	81.6	169.3	170.2
0	241.4	235	64.2	67	109.5	106.6	163.1	170.2
1	187.8	185	71.5	72	85.2	83.9	181.6	182.9
1	155.2	160	70.1	70	70.4	72.6	178.0	177.8
0	172.6	165	68.0	67	78.3	74.8	172.8	170.2
0	204.6	204	65.3	66	92.8	92.5	165.9	167.6
1	201.5	205	63.4	64	91.4	93.0	161.1	162.6
0	167.1	165	62.6	65	75.8	74.8	159.0	165.1
1	187.6	184	70.9	71	85.1	83.5	180.2	180.3
1	171.7	178	66.1	67	77.9	80.7	167.9	170.2
0	135.8	140	63.5	62	61.6	63.5	161.4	157.5
1	216.3	225	68.1	69	98.1	102.1	172.9	175.3
0	145.7	160	63.2	67	66.1	72.6	160.5	170.2
0	286.6	285	59.7	58	130.0	129.3	151.6	147.3
1	239.9	235	69.3	69	108.8	106.6	176.1	175.3
1	178.4	178	67.5	68	80.9	80.7	171.4	172.7
0	118.8	119	61.2	62	53.9	54.0	155.4	157.5
0	144.2	142	57.0	58	65.4	64.4	144.7	147.3
0	153.7	145	63.7	64	69.7	65.8	161.7	162.6
1	147.5	150	67.4	67	66.9	68.0	171.3	170.2
1	168.0	168	71.5	73	76.2	76.2	181.6	185.4
1	141.3	145	67.5	68	64.1	65.8	171.5	172.7
1	139.8	140	67.1	67	63.4	63.5	170.4	170.2
0	182.1	182	66.5	66	82.6	82.6	168.8	167.6
0	237.0	246	58.8	61	107.5	111.6	149.4	154.9
1	218.3	215	67.1	68	99.0	97.5	170.4	172.7
1	184.3	170	67.0	66	83.6	77.1	170.3	167.6
1	206.1	208	71.5	72	93.5	94.3	181.7	182.9
0	127.6	127	56.5	58	57.9	57.6	143.4	147.3
0	184.3	180	61.4	64	83.6	81.6	155.9	162.6
1	201.7	210	71.3	73	91.5	95.3	181.0	185.4
1	254.6	250	70.5	72	115.5	113.4	179.1	182.9
1	260.8	255	70.7	70	118.3	115.7	179.6	177.8
0	156.5	140	60.3	60	71.0	63.5	153.2	152.4
0	207.7	190	64.1	64	94.2	86.2	162.7	162.6
1	159.4	185	67.1	69	72.3	83.9	170.4	175.3
1	216.3	235	69.8	71	98.1	106.6	177.2	180.3
0	192.5	170	65.7	65	87.3	77.1	167.0	165.1
1	117.3	120	71.4	70	53.2	54.4	181.4	177.8
1	147.0	140	68.9	69	66.7	63.5	174.9	175.3
0	164.7	155	60.3	60	74.7	70.3	153.1	152.4
1	137.8	135	62.4	62	62.5	61.2	158.6	157.5
0	105.6	105	64.0	64	47.9	47.6	162.5	162.6
0	118.2	120	59.6	60	53.6	54.4	151.5	152.4
0	220.7	210	60.1	60	100.1	95.3	152.7	152.4
0	156.7	155	64.0	63	71.1	70.3	162.5	160.0
0	131.6	132	57.4	63	59.7	59.9	145.9	160.0
0	222.4	223	65.4	63	100.9	101.2	166.0	160.0
1	158.1	160	66.1	67	71.7	72.6	167.8	170.2
0	202.2	187	64.8	65	91.7	84.8	164.5	165.1
0	209.2	202	64.3	64	94.9	91.6	163.4	162.6
0	166.0	162	62.2	63	75.3	73.5	158.0	160.0
1	169.3	174	68.7	68	76.8	78.9	174.5	172.7
0	190.7	185	62.3	62	86.5	83.9	158.2	157.5
1	208.6	210	68.7	70	94.6	95.3	174.5	177.8
1	236.1	240	70.1	71	107.1	108.9	178.1	180.3
1	246.5	243	72.6	73	111.8	110.2	184.5	185.4
0	295.9	291	64.0	65	134.2	132.0	162.5	165.1
0	213.2	210	66.3	67	96.7	95.3	168.4	170.2
1	199.1	196	68.7	69	90.3	88.9	174.5	175.3
0	171.3	167	62.5	63	77.7	75.7	158.8	160.0
0	182.8	175	63.5	64	82.9	79.4	161.2	162.6
0	137.3	134	62.9	64	62.3	60.8	159.8	162.6
0	193.6	195	62.1	63	87.8	88.5	157.8	160.0
0	203.5	206	58.6	59	92.3	93.4	148.8	149.9
1	289.0	280	67.6	69	131.1	127.0	171.8	175.3
1	276.9	275	74.2	75	125.6	124.7	188.4	190.5
1	116.8	125	63.4	64	53.0	56.7	161.0	162.6
1	174.2	185	72.8	73	79.0	83.9	185.0	185.4
0	134.3	135	62.9	63	60.9	61.2	159.8	160.0
1	222.4	225	72.5	73	100.9	102.1	184.2	185.4
1	310.6	300	71.6	71	140.9	136.1	181.8	180.3
1	192.7	195	66.6	66	87.4	88.5	169.1	167.6
0	147.9	142	60.7	60	67.1	64.4	154.2	152.4
1	309.5	285	71.6	72	140.4	129.3	181.8	182.9
0	149.0	150	66.1	66	67.6	68.0	167.9	167.6
0	312.8	319	62.0	64	141.9	144.7	157.5	162.6
0	143.3	150	61.7	62	65.0	68.0	156.6	157.5
0	179.2	160	62.3	63	81.3	72.6	158.3	160.0
1	148.6	145	65.8	66	67.4	65.8	167.1	167.6
0	203.9	200	64.4	64	92.5	90.7	163.7	162.6
1	134.5	120	67.4	68	61.0	54.4	171.1	172.7
0	255.5	252	68.7	69	115.9	114.3	174.6	175.3
0	105.2	105	58.6	60	47.7	47.6	148.9	152.4
1	400.1	390	69.8	72	181.5	176.9	177.2	182.9
1	189.8	189	66.8	69	86.1	85.7	169.7	175.3
0	186.1	186	63.3	64	84.4	84.4	160.8	162.6
1	222.4	220	67.6	70	100.9	99.8	171.6	177.8
0	71.4	78	54.1	57	32.4	35.4	137.4	144.8
0	181.7	175	69.6	70	82.4	79.4	176.9	177.8
0	176.8	180	66.6	68	80.2	81.6	169.1	172.7
1	160.5	165	71.5	72	72.8	74.8	181.5	182.9
1	170.9	172	65.6	64	77.5	78.0	166.7	162.6
0	136.0	140	56.8	60	61.7	63.5	144.3	152.4
1	157.4	155	69.4	72	71.4	70.3	176.3	182.9
1	251.8	250	70.4	72	114.2	113.4	178.7	182.9
0	229.5	233	66.8	67	104.1	105.7	169.6	170.2
0	141.8	143	60.7	61	64.3	64.9	154.2	154.9
1	143.7	150	75.9	76	65.2	68.0	192.9	193.0
1	157.9	165	70.2	70	71.6	74.8	178.3	177.8
1	144.4	145	69.7	70	65.5	65.8	177.0	177.8
0	157.6	158	62.7	63	71.5	71.7	159.2	160.0
1	343.7	340	69.1	68	155.9	154.2	175.6	172.7
0	207.0	212	60.8	62	93.9	96.2	154.5	157.5
0	125.9	130	63.1	61	57.1	59.0	160.2	154.9
1	161.6	155	65.0	65	73.3	70.3	165.1	165.1
0	174.2	173	62.4	62	79.0	78.5	158.5	157.5
1	159.8	156	67.1	67	72.5	70.8	170.5	170.2
1	201.5	170	69.3	70	91.4	77.1	175.9	177.8
1	251.8	246	66.4	67	114.2	111.6	168.6	170.2
0	143.1	144	58.6	59	64.9	65.3	148.9	149.9
1	161.4	170	69.9	72	73.2	77.1	177.6	182.9
0	138.5	135	61.1	61	62.8	61.2	155.2	154.9
0	135.4	137	61.3	60	61.4	62.1	155.8	152.4
0	154.8	150	66.6	66	70.2	68.0	169.1	167.6
0	123.0	107	61.4	63	55.8	48.5	155.9	160.0
1	190.3	186	68.5	68	86.3	84.4	174.0	172.7
1	142.6	160	69.4	68	64.7	72.6	176.2	172.7
0	164.7	155	65.6	66	74.7	70.3	166.7	167.6
1	130.3	130	68.9	72	59.1	59.0	174.9	182.9
1	165.3	160	66.5	67	75.0	72.6	169.0	170.2
0	154.5	160	59.2	60	70.1	72.6	150.3	152.4
1	232.4	230	67.6	68	105.4	104.3	171.8	172.7
1	136.0	157	63.8	62	61.7	71.2	162.0	157.5
1	170.9	160	66.8	68	77.5	72.6	169.6	172.7
1	264.8	267	65.6	67	120.1	121.1	166.5	170.2
1	218.9	210	67.1	68	99.3	95.3	170.5	172.7
1	186.1	185	72.2	72	84.4	83.9	183.4	182.9
0	252.2	255	61.5	62	114.4	115.7	156.3	157.5
0	173.5	169	65.8	66	78.7	76.7	167.1	167.6
1	176.1	173	64.8	65	79.9	78.5	164.7	165.1
1	110.5	120	64.6	63	50.1	54.4	164.0	160.0
