YEAR	MONTH	F SCALE	FATALITIES	LENGTH (MI)	WIDTH (YD)
1987	6	1	0	3	100
1987	6	0	0	0.1	40
1987	6	0	0	0.2	10
1987	6	0	0	0.2	10
1987	6	0	0	0.2	10
1987	6	1	0	0.3	50
1987	6	0	0	0.2	10
1987	6	0	0	0.4	50
1987	6	0	0	0.1	10
1987	6	0	0	0.2	20
1987	6	0	0	0.1	13
1987	6	1	0	0.1	20
1987	6	1	0	0.1	20
1987	6	1	0	2	50
1987	6	1	0	0.5	30
1987	6	0	0	0.1	100
1987	6	0	0	2	60
1987	6	1	1	1.5	60
1987	6	0	0	0.2	10
1987	6	0	0	0.1	20
1987	6	1	0	0.2	30
1987	6	0	0	0.5	20
1987	6	0	0	0.2	10
1987	6	0	0	2	10
1987	6	1	0	0.6	20
1987	6	0	0	1	17
1987	6	0	0	0.3	50
1987	6	0	0	0.3	50
1987	6	0	0	0.2	50
1987	6	0	0	0.1	10
1987	6	1	0	0.2	10
1987	6	1	0	0.1	20
1987	6	0	0	0.5	10
1987	6	0	0	0.2	13
1987	6	0	0	0.2	13
1987	6	0	0	0.2	13
1987	6	0	0	0.1	23
1987	6	0	0	0.2	10
1987	6	1	0	2.9	17
1987	6	2	0	7	50
1987	6	1	0	1	40
1987	6	0	0	2	13
1987	6	1	0	0.2	20
1987	6	0	0	1	30
1987	6	1	0	0.5	23
1987	6	1	0	0.8	13
1987	6	0	0	2.5	60
1987	6	0	0	5	50
1987	6	1	0	0.3	20
1987	6	1	0	0.2	20
1987	6	2	0	1	30
1987	6	1	0	1	30
1987	6	0	0	0.8	23
1987	6	0	0	0.2	30
1987	6	2	1	0.3	80
1987	6	0	0	0.2	50
1987	6	0	0	1	30
1987	6	0	0	0.2	30
1987	6	0	0	0.5	50
1987	6	0	0	0.3	30
1987	6	1	0	0.2	50
1987	6	0	0	0.2	30
1987	6	1	0	0.2	20
1987	6	1	0	0.2	30
1987	6	0	0	0.2	10
1987	6	0	0	0.2	10
1987	6	0	0	0.2	10
1987	6	1	0	0.5	30
1987	6	1	0	0.3	30
1987	6	1	0	0.3	30
1987	6	1	0	0.8	50
1987	6	0	0	0.2	20
1987	6	1	0	0.1	30
1987	6	0	0	0.2	10
1987	6	1	0	0.6	30
1987	6	1	0	0.6	30
1987	6	1	0	1	40
1987	6	1	0	0.5	40
1987	6	1	0	0.6	30
1987	6	0	0	0.2	20
1987	6	0	0	1	30
1987	6	0	0	0.3	30
1987	6	0	0	0.1	30
1987	6	0	0	0.2	10
1987	6	2	0	1.5	40
1987	6	0	0	0.2	30
1987	6	1	0	0.2	50
1987	6	1	0	0.1	10
1987	6	0	0	0.1	10
1987	6	0	0	12	100
1987	6	0	0	0.2	30
1987	6	0	0	0.4	30
1987	6	0	0	0.2	30
1987	6	1	0	16	40
1987	6	1	0	0.6	100
1987	6	1	0	2	40
1987	6	0	0	0.1	20
1987	6	0	0	0.4	20
1987	6	1	0	3	40
1987	6	0	0	0.1	10
1987	6	0	0	0.1	40
1987	6	0	0	0.5	20
1987	6	0	0	0.2	20
1987	6	0	0	2	30
1987	6	0	0	6	73
1987	6	1	0	0.8	147
1987	6	0	0	0.2	10
1987	6	1	0	0.5	30
1987	6	1	0	1.9	50
1987	6	0	0	0.2	10
1987	6	0	0	0.5	20
1987	6	1	0	0.8	30
1987	6	1	0	3	50
1987	7	0	0	0.2	10
1987	7	0	0	0.2	20
1987	7	0	0	0.3	20
1987	7	1	0	3	80
1987	7	2	0	4.5	200
1987	7	2	0	9	150
1987	7	2	0	1	250
1987	7	1	0	1	30
1987	7	1	0	0.2	30
1987	7	1	0	0.2	73
1987	7	1	0	2	100
1987	7	1	0	0.8	30
1987	7	1	0	1.5	200
1987	7	1	0	1	100
1987	7	2	0	0.2	50
1987	7	0	0	1.3	60
1987	7	0	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	0.2	13
1987	7	0	0	1	30
1987	7	0	0	0.1	23
1987	7	0	0	0.4	50
1987	7	0	0	0.3	40
1987	7	1	0	0.3	100
1987	7	1	0	0.1	100
1987	7	0	0	0.5	40
1987	7	1	0	0.1	20
1987	7	0	0	1	30
1987	7	1	0	0.7	50
1987	7	2	0	0.9	250
1987	7	0	0	0.1	20
1987	7	0	0	0.1	30
1987	7	0	0	0.2	30
1987	7	0	0	0.1	20
1987	7	0	0	0.1	20
1987	7	0	0	0.1	20
1987	7	1	0	1	73
1987	7	0	0	8	40
1987	7	0	0	0.5	30
1987	7	0	0	0.7	30
1987	7	0	0	0.1	20
1987	7	1	0	0.3	30
1987	7	0	0	0.2	10
1987	7	2	0	4	50
1987	7	2	0	8	50
1987	7	1	0	0.2	20
1987	7	1	0	0.2	20
1987	7	1	0	0.2	20
1987	7	1	0	0.2	10
1987	7	1	0	1.5	40
1987	7	2	0	5	100
1987	7	1	0	0.5	50
1987	7	1	0	0.5	40
1987	7	0	0	0.2	10
1987	7	0	0	1	50
1987	7	0	0	0.1	30
1987	7	1	0	0.5	50
1987	7	0	0	0.5	40
1987	7	1	0	1	50
1987	7	1	0	0.2	50
1987	7	0	0	1	50
1987	7	0	0	0.1	13
1987	7	0	0	0.1	13
1987	7	1	0	1	23
1987	7	1	0	0.2	20
1987	7	1	0	1	23
1987	7	1	0	0.1	20
1987	7	1	0	20	13
1987	7	0	0	0.2	10
1987	7	1	0	2.7	400
1987	7	1	0	0.5	50
1987	7	0	0	7.5	50
1987	7	0	0	8	50
1987	7	0	0	1	13
1987	7	0	0	0.1	20
1987	7	0	0	15	10
1987	7	1	0	0.5	30
1987	7	2	0	5	100
1987	7	0	0	6	23
1987	7	3	0	71	150
1987	7	0	0	2	500
1987	7	1	0	5	20
1987	7	0	0	0.1	10
1987	7	0	0	0.3	13
1987	7	1	0	1.5	10
1987	7	1	0	0.2	73
1987	7	1	0	1.5	23
1987	7	1	0	5.1	40
1987	7	0	0	1	30
1987	7	0	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	0.1	10
1987	7	0	0	0.2	10
1987	7	0	0	1	60
1987	7	1	0	2	90
1987	7	2	0	4.5	150
1987	7	0	0	0.1	10
1987	7	1	0	0.1	13
1987	7	0	0	0.1	10
1987	7	0	0	0.5	20
1987	7	0	0	0.2	10
1987	7	1	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	0.1	20
1987	7	1	0	0.5	40
1987	7	1	0	0.3	20
1987	7	0	0	1	50
1987	7	1	0	1	20
1987	7	1	0	0.1	10
1987	7	0	0	0.2	10
1987	7	0	0	0.1	13
1987	7	1	0	0.5	20
1987	7	0	0	0.1	10
1987	7	0	0	0.1	23
1987	7	0	0	0.4	20
1987	7	0	0	0.1	20
1987	7	1	0	0.2	10
1987	7	4	0	24.3	2550
1987	7	2	0	0.5	100
1987	7	1	0	0.2	10
1987	7	0	0	0.2	10
1987	7	1	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	0.2	50
1987	7	0	0	0.1	23
1987	7	0	0	0.2	10
1987	7	0	0	0.2	10
1987	7	3	0	1	100
1987	7	0	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	0.2	10
1987	7	2	0	5	140
1987	7	0	0	0.2	10
1987	7	1	0	0.2	10
1987	7	0	0	0.2	10
1987	7	0	0	5	10
1987	7	0	0	1	30
1987	7	0	0	1	30
1987	7	3	0	5	170
1987	7	0	0	1	30
1987	7	0	0	0.4	10
1987	7	1	0	0.5	23
1987	7	1	0	1	100
1987	7	0	0	0.2	10
1987	7	0	0	0.2	17
1987	7	1	0	0.2	50
1987	7	0	0	0.2	10
1987	7	1	0	0.5	23
1987	7	0	0	2	100
1987	7	3	0	30	220
1987	7	1	0	7	80
1987	7	0	0	1.5	50
1987	7	1	0	0.7	10
1987	7	1	0	0.2	10
1987	7	1	0	0.2	50
1987	7	1	0	2	23
1987	7	2	0	10	30
1987	7	2	0	1.5	30
1987	7	1	0	0.2	10
1987	7	0	0	3.5	20
1987	8	0	0	0.2	13
1987	8	0	0	0.2	13
1987	8	1	0	0.5	30
1987	8	1	0	0.2	40
1987	8	0	0	0.2	50
1987	8	0	0	4	10
1987	8	0	0	0.1	30
1987	8	2	0	1.2	80
1987	8	1	0	0.1	60
1987	8	0	0	0.2	13
1987	8	0	0	0.2	13
1987	8	0	0	0.2	20
1987	8	0	0	0.2	13
1987	8	0	0	0.2	20
1987	8	0	0	0.5	17
1987	8	0	0	0.2	20
1987	8	1	0	0.5	20
1987	8	0	0	0.1	10
1987	8	0	0	0.2	10
1987	8	1	0	0.2	13
1987	8	1	0	1.5	40
1987	8	0	0	0.2	10
1987	8	0	0	0.2	10
1987	8	0	0	0.2	10
1987	8	0	0	2.5	40
1987	8	0	0	0.2	10
1987	8	0	0	0.5	30
1987	8	0	0	0.2	10
1987	8	0	0	1.5	30
1987	8	1	0	0.2	100
1987	8	1	0	5	50
1987	8	0	0	1	10
1987	8	0	0	0.2	13
1987	8	0	0	0.5	20
1987	8	2	1	1	50
1987	8	0	0	1	30
1987	8	0	0	0.7	13
1987	8	1	0	0.1	50
1987	8	1	0	1.5	100
1987	8	0	0	0.1	23
1987	8	0	0	0.1	23
1987	8	2	0	1	10
1987	8	0	0	0.4	13
1987	8	0	0	0.2	13
1987	8	1	0	0.3	40
1987	8	2	0	0.2	50
1987	8	0	0	0.3	13
1987	8	0	0	0.1	20
1987	8	0	0	0.3	30
1987	8	0	0	0.5	30
1987	8	0	0	1	30
1987	8	1	0	1	20
1987	8	1	0	1	20
1987	8	1	0	1	30
1987	8	1	0	2	30
1987	8	0	0	0.2	10
1987	8	0	0	0.2	10
1987	8	0	0	0.2	10
1987	8	0	0	0.2	10
1987	8	1	0	0.2	200
1987	8	0	0	0.1	10
1987	8	0	0	0.2	10
1987	8	2	0	0.2	10
1987	9	1	0	1	30
1987	9	0	0	1	30
1987	9	1	0	2	20
1987	9	1	0	0.9	100
1987	9	0	0	0.5	60
1987	9	1	0	10	120
1987	9	0	0	2	80
1987	9	0	0	0.1	23
1987	9	0	0	0.2	10
1987	9	1	0	0.2	10
1987	9	0	0	0.2	10
1987	9	0	0	0.1	40
1987	9	0	0	1	60
1987	9	1	0	0.2	20
1987	9	0	0	5	30
1987	9	1	0	0.2	50
1987	9	0	0	0.2	10
1987	9	0	0	0.5	10
1987	9	1	0	0.5	10
1987	10	1	0	0.2	10
1987	11	1	0	0.7	150
1987	11	0	0	0.5	20
1987	11	0	0	2	20
1987	11	1	0	0.1	30
1987	11	1	0	3.2	40
1987	11	1	0	1	40
1987	11	2	0	1.5	200
1987	11	1	0	3	100
1987	11	2	2	10	500
1987	11	2	0	1.5	50
1987	11	2	3	10	200
1987	11	3	1	10.5	250
1987	11	3	4	33	500
1987	11	2	0	6	300
1987	11	1	0	0.2	10
1987	11	2	0	7	900
1987	11	1	0	0.2	10
1987	11	3	1	48	500
1987	11	3	0	12.2	200
1987	11	0	0	0.2	10
1987	11	1	0	0.5	73
1987	11	0	0	0.5	27
1987	11	1	0	0.5	27
1987	11	0	0	0.2	10
1987	11	1	0	2.5	50
1987	11	1	0	0.5	40
1987	11	1	0	15	100
1987	11	1	0	0.5	73
1987	11	1	0	1.5	50
1987	11	2	0	21	73
1987	11	0	0	0.2	10
1987	11	1	0	0.2	30
1987	11	1	0	0.7	150
1987	11	0	0	0.7	50
1987	11	1	0	2.5	73
1987	11	1	0	6	70
1987	11	1	0	2.5	70
1987	11	1	0	3	100
1987	11	2	0	20	150
1987	11	2	0	20	150
1987	11	1	0	9	120
1987	11	1	0	10	100
1987	11	2	0	4	100
1987	11	1	0	2	80
1987	11	2	0	20	100
1987	11	1	0	4	100
1987	11	1	0	5	120
1987	11	1	0	5	70
1987	11	1	0	6	73
1987	11	1	0	0.2	27
1987	11	0	0	0.2	10
1987	11	2	0	3	73
1987	11	1	0	1	30
1987	11	1	0	0.2	10
1987	11	1	0	0.2	10
1987	12	1	0	0.2	10
1987	12	1	0	11.5	150
1987	12	1	0	0.5	23
1987	12	2	0	1	200
1987	12	2	0	1	200
1987	12	1	0	3	50
1987	12	3	6	25	200
1987	12	1	0	2	100
1987	12	0	0	0.2	50
1987	12	1	0	1.5	73
1987	12	2	0	8	100
1987	12	1	0	2	73
1987	12	0	0	1	30
1987	12	0	0	1	30
1988	1	0	0	1.5	13
1988	1	0	0	0.2	10
1988	1	2	0	15	600
1988	1	1	0	11	33
1988	1	2	0	9.5	70
1988	1	1	0	1.5	40
1988	1	4	0	13	700
1988	1	2	1	3	60
1988	1	3	3	22	200
1988	1	2	1	4	60
1988	1	3	0	10	100
1988	1	1	0	1.5	30
1988	1	1	0	1	30
1988	1	3	0	10	440
1988	1	1	0	6	440
1988	1	1	0	5	100
1988	1	1	0	10	60
1988	2	0	0	0.2	10
1988	2	1	0	2	50
1988	2	0	0	0.2	10
1988	2	0	0	0.2	10
1988	3	0	0	0.2	10
1988	3	1	0	0.8	73
1988	3	1	0	0.5	50
1988	3	2	0	1.2	30
1988	3	0	0	0.2	10
1988	3	1	0	15	40
1988	3	0	0	0.1	23
1988	3	1	0	1	20
1988	3	1	0	1	20
1988	3	1	0	1	30
1988	3	0	0	0.1	13
1988	3	0	0	0.5	50
1988	3	2	0	9	100
1988	3	2	0	12	50
1988	3	0	0	0.2	100
1988	3	2	0	2	100
1988	3	1	0	0.2	73
1988	3	1	0	0.2	10
1988	3	0	0	0.2	20
1988	3	0	0	0.2	50
1988	3	1	0	0.2	10
1988	3	0	0	0.2	13
1988	3	0	0	0.2	30
1988	3	1	0	0.1	30
1988	3	0	0	0.1	20
1988	3	1	1	0.8	33
1988	3	1	0	1	250
1988	3	0	0	0.2	50
1988	4	1	0	0.3	100
1988	4	1	0	0.5	150
1988	4	1	0	4	100
1988	4	3	0	13	440
1988	4	1	0	16	100
1988	4	1	0	0.8	100
1988	4	1	0	0.5	50
1988	4	1	0	1	150
1988	4	1	0	1.7	60
1988	4	1	0	2.5	20
1988	4	0	0	0.2	20
1988	4	0	0	1	30
1988	4	1	0	1	40
1988	4	1	0	8.2	50
1988	4	1	0	1	50
1988	4	1	0	1.2	30
1988	4	0	0	0.2	10
1988	4	2	0	30	50
1988	4	0	0	0.1	20
1988	4	1	0	0.2	10
1988	4	1	0	0.2	10
1988	4	0	0	0.2	10
1988	4	0	0	0.2	10
1988	4	1	0	2	60
1988	4	1	0	0.5	30
1988	4	1	0	7	73
1988	4	1	0	0.8	150
1988	4	0	0	0.2	20
1988	4	0	0	1	50
1988	4	2	0	2.7	80
1988	4	2	0	15	300
1988	4	1	0	2	30
1988	4	3	4	12	300
1988	4	2	0	2	30
1988	4	1	0	2	50
1988	4	1	0	0.6	100
1988	4	1	0	0.2	23
1988	4	1	0	0.3	60
1988	4	1	0	1	30
1988	4	1	0	1	50
1988	4	0	0	1	30
1988	4	0	0	0.2	10
1988	4	1	0	1	60
1988	4	0	0	0.2	30
1988	4	1	0	0.3	30
1988	4	1	0	0.5	40
1988	4	0	0	0.2	20
1988	4	0	0	0.5	20
1988	4	1	0	2	40
1988	4	0	0	0.4	70
1988	4	1	0	0.5	50
1988	4	1	0	16	50
1988	4	0	0	1	30
1988	4	0	0	0.3	100
1988	4	1	0	0.3	30
1988	4	1	0	2	30
1988	4	1	0	1	50
1988	4	1	0	1	30
1988	5	0	0	0.1	20
1988	5	1	0	3	50
1988	5	1	0	0.5	40
1988	5	0	0	0.1	20
1988	5	2	0	5	70
1988	5	1	0	16	80
1988	5	0	0	0.3	20
1988	5	1	0	6.5	30
1988	5	0	0	1.5	50
1988	5	1	0	0.5	20
1988	5	2	0	1.5	50
1988	5	0	0	2	13
1988	5	1	0	3	20
1988	5	0	0	0.2	13
1988	5	0	0	2	20
1988	5	2	2	16.2	73
1988	5	2	0	7.2	73
1988	5	1	0	11	30
1988	5	1	0	2	30
1988	5	2	0	47	43
1988	5	2	0	71	60
1988	5	2	0	59	60
1988	5	1	0	2	20
1988	5	1	0	6	40
1988	5	1	0	1.5	33
1988	5	2	0	36	60
1988	5	0	0	1	20
1988	5	1	0	1.5	40
1988	5	0	0	0.5	20
1988	5	1	0	10	40
1988	5	0	0	1	20
1988	5	1	0	1	30
1988	5	0	0	0.5	20
1988	5	2	0	27	800
1988	5	0	0	1	20
1988	5	1	0	11	43
1988	5	2	0	7	90
1988	5	0	0	1	20
1988	5	3	0	32	150
1988	5	0	0	0.5	20
1988	5	1	0	0.5	20
1988	5	1	0	1.5	30
1988	5	1	0	10	40
1988	5	2	0	10	40
1988	5	1	0	0.5	33
1988	5	3	0	16	123
1988	5	1	0	9	100
1988	5	1	0	0.3	10
1988	5	2	0	7.5	200
1988	5	1	0	1.2	30
1988	5	1	0	0.2	50
1988	5	2	0	20	150
1988	5	1	0	0.2	13
1988	5	1	0	0.8	20
1988	5	2	0	7	100
1988	5	1	0	5	73
1988	5	1	0	2	73
1988	5	1	0	0.7	20
1988	5	0	0	0.1	13
1988	5	2	0	27	173
1988	5	1	0	5	73
1988	5	1	0	1.1	40
1988	5	1	0	1	10
1988	5	1	0	5	100
1988	5	2	0	13	250
1988	5	0	0	1	20
1988	5	0	0	0.5	50
1988	5	2	0	0.1	50
1988	5	1	0	0.5	50
1988	5	0	0	0.1	20
1988	5	1	0	18	60
1988	5	1	0	2	40
1988	5	0	0	0.5	50
1988	5	1	0	0.2	30
1988	5	2	0	15	50
1988	5	3	1	5	500
1988	5	1	0	1.5	50
1988	5	0	0	0.1	50
1988	5	0	0	1	30
1988	5	0	0	0.2	10
1988	5	0	0	0.2	10
1988	5	0	0	0.2	10
1988	5	0	0	0.2	10
1988	5	0	0	1	30
1988	5	1	0	0.5	50
1988	5	1	0	0.1	30
1988	5	0	0	0.1	23
1988	5	2	0	1.5	73
1988	5	1	0	1	40
1988	5	0	0	6	80
1988	5	0	0	0.4	50
1988	5	1	0	0.5	20
1988	5	0	0	1	40
1988	5	0	0	0.2	30
1988	5	0	0	0.2	10
1988	5	0	0	2	60
1988	5	1	0	0.5	60
1988	5	1	0	0.8	73
1988	5	0	0	0.3	330
1988	5	0	0	0.3	30
1988	5	1	0	0.8	73
1988	5	1	0	1	100
1988	5	0	0	0.5	20
1988	5	0	0	3	50
1988	5	1	0	1.5	73
1988	5	0	0	0.2	10
1988	5	0	0	0.5	70
1988	5	1	0	0.3	50
1988	5	0	0	1	30
1988	5	1	0	0.5	50
1988	5	0	0	1	30
1988	5	1	0	3	30
1988	5	0	0	0.1	20
1988	5	0	0	0.2	13
1988	5	0	0	4	90
1988	5	1	0	0.5	40
1988	5	0	0	0.2	20
1988	5	0	0	4	60
1988	5	1	0	10	73
1988	5	0	0	3	100
1988	5	0	0	2	50
1988	5	1	0	0.2	30
1988	5	0	0	2	70
1988	5	0	0	0.2	10
1988	5	2	0	1	50
1988	5	0	0	0.5	30
1988	5	0	0	1	20
1988	5	1	0	0.2	40
1988	5	0	0	0.2	10
1988	5	1	0	2	50
1988	5	0	0	0.1	20
1988	5	0	0	0.1	20
1988	6	1	0	1	73
1988	6	0	0	0.2	10
1988	6	0	0	0.5	50
1988	6	1	0	0.2	10
1988	6	1	0	0.2	10
1988	6	2	0	2	50
1988	6	2	0	0.5	50
1988	6	0	0	0.5	30
1988	6	1	0	23	100
1988	6	0	0	0.2	10
1988	6	1	0	1.5	30
1988	6	1	0	0.5	30
1988	6	0	0	0.2	10
1988	6	0	0	0.2	10
1988	6	0	0	0.2	10
1988	6	0	0	0.2	10
1988	6	1	0	0.3	73
1988	6	1	0	0.3	73
1988	6	0	0	1	30
1988	6	0	0	0.2	20
1988	6	0	0	0.1	20
1988	6	1	0	0.5	50
1988	6	0	0	0.2	10
1988	6	0	0	0.8	30
1988	6	1	0	0.2	30
1988	6	0	0	0.1	30
1988	6	2	0	1.5	50
1988	6	0	0	0.2	10
1988	6	0	0	0.2	30
1988	6	0	0	1	20
1988	6	0	0	0.2	73
1988	6	1	0	2	100
1988	6	2	0	0.5	400
1988	6	3	0	2.5	200
1988	6	1	0	1	100
1988	6	1	0	1	50
1988	6	2	0	7	73
1988	6	0	0	0.2	13
1988	6	1	0	1	150
1988	6	1	0	0.5	73
1988	6	0	0	0.2	13
1988	6	1	0	0.4	20
1988	6	1	0	0.2	33
1988	6	1	0	0.8	150
1988	6	0	0	0.2	10
1988	6	1	0	2	100
1988	6	1	0	1	30
1988	6	1	0	0.5	40
1988	6	0	0	0.5	10
1988	6	1	0	0.5	40
1988	6	2	0	2	40
1988	6	1	0	0.5	30
1988	6	1	0	1	63
1988	6	0	0	0.8	20
1988	6	1	0	1	30
1988	6	0	0	0.5	20
1988	6	0	0	0.5	20
1988	6	1	0	1	40
1988	6	0	0	0.1	20
1988	6	0	0	1.5	60
1988	6	1	0	1	40
1988	6	0	0	0.5	60
1988	6	1	0	0.4	50
1988	7	1	0	0.2	10
1988	7	1	0	0.2	10
1988	7	1	0	0.2	10
1988	7	0	0	0.2	20
1988	7	0	0	0.2	30
1988	7	0	0	0.2	13
1988	7	0	0	0.2	13
1988	7	3	0	3	200
1988	7	3	0	12	200
1988	7	3	0	10	200
1988	7	1	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	1	0	0.5	30
1988	7	1	0	0.3	13
1988	7	0	0	0.2	10
1988	7	1	0	0.5	50
1988	7	1	0	0.5	30
1988	7	0	0	0.5	50
1988	7	0	0	0.5	50
1988	7	0	0	0.2	40
1988	7	0	0	0.5	50
1988	7	0	0	0.5	13
1988	7	0	0	0.2	20
1988	7	1	0	4.5	30
1988	7	0	0	1	20
1988	7	1	0	1.5	30
1988	7	1	0	0.5	30
1988	7	1	0	1.5	40
1988	7	1	0	1	40
1988	7	1	0	0.5	30
1988	7	0	0	0.3	13
1988	7	0	0	0.5	20
1988	7	1	0	1	30
1988	7	0	0	1	30
1988	7	0	0	5	100
1988	7	0	0	0.2	20
1988	7	0	0	0.2	13
1988	7	0	0	0.2	13
1988	7	1	0	0.2	10
1988	7	1	0	0.2	10
1988	7	0	0	0.2	10
1988	7	1	0	0.5	30
1988	7	3	0	7.2	80
1988	7	0	0	0.5	20
1988	7	0	0	1	30
1988	7	0	0	0.1	20
1988	7	2	0	2.3	100
1988	7	3	0	2.8	73
1988	7	1	0	3	73
1988	7	1	0	0.4	50
1988	7	0	0	0.3	13
1988	7	0	0	0.5	20
1988	7	1	0	0.8	33
1988	7	0	0	0.5	20
1988	7	1	0	0.1	50
1988	7	0	0	2.1	33
1988	7	0	0	0.2	20
1988	7	0	0	0.2	20
1988	7	0	0	0.3	13
1988	7	0	0	0.2	10
1988	7	1	0	1.8	67
1988	7	1	0	2.5	100
1988	7	0	0	0.5	50
1988	7	0	0	0.5	50
1988	7	0	0	0.5	50
1988	7	0	0	0.7	50
1988	7	1	0	0.2	100
1988	7	0	0	2	100
1988	7	1	0	0.3	30
1988	7	0	0	0.2	40
1988	7	0	0	0.1	30
1988	7	1	0	0.2	40
1988	7	1	0	0.5	30
1988	7	1	0	0.8	200
1988	7	0	0	0.2	20
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	1.4	30
1988	7	1	0	0.2	13
1988	7	1	0	0.1	10
1988	7	1	0	0.7	30
1988	7	0	0	2	60
1988	7	1	0	2	100
1988	7	0	0	0.1	30
1988	7	0	0	1	30
1988	7	1	0	0.2	50
1988	7	0	0	0.2	10
1988	7	0	0	0.2	10
1988	7	0	0	1.5	50
1988	7	0	0	1	30
1988	7	0	0	1	30
1988	7	0	0	0.5	40
1988	7	0	0	0.5	20
1988	7	0	0	0.2	13
1988	7	1	0	1	30
1988	7	1	0	0.2	10
1988	8	1	0	0.2	30
1988	8	1	0	0.2	30
1988	8	0	0	0.1	20
1988	8	1	0	1	50
1988	8	0	0	0.2	20
1988	8	0	0	0.3	13
1988	8	1	0	0.2	100
1988	8	0	0	0.1	13
1988	8	1	0	0.1	40
1988	8	2	0	0.2	50
1988	8	0	0	4	20
1988	8	0	0	0.2	20
1988	8	1	0	0.6	400
1988	8	1	0	4	20
1988	8	0	0	0.5	50
1988	8	1	0	0.3	13
1988	8	0	0	0.1	20
1988	8	0	0	0.5	13
1988	8	1	0	14	40
1988	8	0	0	0.5	17
1988	8	1	0	0.1	20
1988	8	0	0	2	23
1988	8	1	0	5.1	40
1988	8	1	0	0.2	10
1988	8	1	0	3.3	70
1988	8	1	0	0.1	50
1988	8	0	0	0.5	30
1988	8	0	0	0.2	13
1988	8	1	0	1	240
1988	8	2	1	26.6	127
1988	8	0	0	0.2	10
1988	8	1	0	0.5	30
1988	8	0	0	0.2	13
1988	8	0	0	0.2	13
1988	8	0	0	0.2	13
1988	8	0	0	0.2	13
1988	8	0	0	0.2	13
1988	8	0	0	0.2	13
1988	8	0	0	0.2	13
1988	8	1	0	0.6	60
1988	8	1	0	1	100
1988	8	0	0	0.2	13
1988	8	0	0	0.1	30
1988	8	2	0	4.5	200
1988	8	1	0	1	33
1988	8	1	0	1	30
1988	8	0	0	0.2	100
1988	8	2	0	1.5	400
1988	8	1	0	0.5	20
1988	8	0	0	0.5	20
1988	8	1	0	4.2	50
1988	8	1	0	11.6	880
1988	8	0	0	0.5	30
1988	8	1	0	0.5	73
1988	8	2	1	0.8	200
1988	8	1	1	13	880
1988	8	1	0	0.3	40
1988	8	2	0	1.5	60
1988	8	1	0	0.5	50
1988	8	2	0	4	10
1988	8	1	0	1	30
1988	9	1	0	0.3	20
1988	9	0	0	0.1	10
1988	9	1	0	1	20
1988	9	0	0	1	30
1988	9	0	0	1	30
1988	9	0	0	1	30
1988	9	0	0	1	30
1988	9	0	0	1	30
1988	9	1	0	34	200
1988	9	1	0	0.2	10
1988	9	2	0	0.7	173
1988	9	0	0	0.3	50
1988	9	0	0	0.2	50
1988	9	0	0	0.5	50
1988	9	0	0	0.2	50
1988	9	0	0	0.2	50
1988	9	0	0	3	50
1988	9	0	0	0.2	350
1988	9	1	0	4	50
1988	9	0	0	0.5	10
1988	9	0	0	1	50
1988	9	0	0	0.2	20
1988	9	0	0	0.2	50
1988	9	1	0	0.5	50
1988	9	0	0	0.3	23
1988	9	0	0	0.1	10
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	0.2	20
1988	9	1	0	0.5	23
1988	9	1	0	0.5	23
1988	9	1	0	0.8	23
1988	9	0	0	0.2	10
1988	9	1	1	4	30
1988	9	2	0	5	50
1988	9	1	0	6	50
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	1	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	4	60
1988	9	0	0	0.2	10
1988	9	0	0	3.5	80
1988	9	0	0	1	30
1988	9	0	0	0.5	30
1988	9	0	0	2	50
1988	9	0	0	1	40
1988	9	0	0	1.5	40
1988	9	2	0	11	63
1988	9	1	0	3	60
1988	9	0	0	0.2	10
1988	9	0	0	0.2	10
1988	9	0	0	2.5	33
1988	9	0	0	0.1	10
1988	9	0	0	0.1	23
1988	9	1	0	1	50
1988	9	0	0	0.1	23
1988	9	1	0	0.4	30
1988	9	0	0	0.2	30
1988	9	1	0	3	80
1988	9	0	0	0.1	20
1988	9	1	0	0.5	50
1988	9	0	0	1	30
1988	9	0	0	0.1	10
1988	9	0	0	0.1	10
1988	9	0	0	0.1	10
1988	9	1	0	0.5	80
1988	9	0	0	0.5	50
1988	9	0	0	0.2	20
1988	9	1	0	0.5	50
