DATE	OPEN	HIGH	LOW	CLOSE
6/28/73	884.6	897.9	880.9	894.6
6/29/73	894.6	900.6	886.6	891.7
7/2/73	890.2	890.2	876.7	880.6
7/3/73	880.6	882.5	868.8	874.2
7/5/73	874.2	879.7	867.1	874.3
7/6/73	874.3	878.1	865.8	870.1
7/9/73	870.1	879.7	863.9	877.3
7/10/73	879.1	894.6	879.1	888.3
7/11/73	889.9	911.8	889.9	908.2
7/12/73	908.2	910.8	895.4	901.9
7/13/73	901.9	902.8	883.1	886
7/16/73	886	900.4	881.3	897.6
7/17/73	897.6	911.8	892.8	898
7/18/73	898	911.2	889.9	905.4
7/19/73	905.4	916.5	893.7	906.7
7/20/73	906.7	918.1	902.5	910.9
7/23/73	910.9	921.9	907.4	913.2
7/24/73	913.2	922.2	903.7	918.7
7/25/73	918.7	942.6	917.2	933
7/26/73	933	944.1	924.7	934.5
7/27/73	934.5	942.3	925.7	936.7
7/30/73	936.7	942.4	926.3	933.8
7/31/73	933.8	941.2	923.4	926.4
8/1/73	924.4	924.4	907.3	912.2
8/2/73	912.2	917.4	899.5	910.1
8/3/73	910.1	913.9	900.4	908.9
8/6/73	908.9	918.5	901	912.8
8/7/73	912.8	920.4	905.3	912
8/8/73	912	913.2	897.4	902
8/9/73	902	910.6	894	901.5
8/10/73	901.5	903.5	887.1	892.4
8/13/73	892.4	892.9	878.1	883.2
8/14/73	883.2	887.4	867.7	870.7
8/15/73	870.7	879.8	863.7	874.2
8/16/73	874.2	886.4	867.6	872.7
8/17/73	872.7	877.2	864.7	871.8
8/20/73	871.8	875.1	862.7	867.4
8/21/73	867.4	870	855.5	857.8
8/22/73	857.8	860.6	845.5	851.9
8/23/73	853.5	869.8	853.5	864.5
8/24/73	864.5	873.1	856.6	863.5
8/27/73	863.5	874.3	860	870.7
8/28/73	870.7	877.6	865.4	872.1
8/29/73	872.1	890.4	870.6	883.4
8/30/73	883.4	892.3	877.5	882.5
8/31/73	882.5	891	876.5	887.6
9/4/73	887.6	900.3	885.7	895.4
9/5/73	895.4	903.5	887.9	899.1
9/6/73	899.1	908	894	901
9/7/73	901	905.7	892.6	898.6
9/10/73	898.6	903.5	888.6	891.3
9/11/73	891.3	892.5	878.6	885.8
9/12/73	885.8	889.8	874.8	881.3
9/13/73	881.3	888.1	874.2	880.6
9/14/73	880.6	889.2	873.3	886.4
9/17/73	886.4	900.3	884.9	893
9/18/73	893	900.1	882.4	891.3
9/19/73	891.3	915.4	891.3	910.4
9/20/73	910.4	925.4	909.5	920.5
9/21/73	920.5	934.4	911.7	927.9
9/24/73	927.9	940.7	924.4	936.7
9/25/73	936.7	947	927.5	940.6
9/26/73	940.6	954.6	935.4	949.5
9/27/73	949.5	964.6	942.5	953.3
9/28/73	953.3	954.9	937.5	947.1
10/1/73	947.1	954.1	937.7	948.8
10/2/73	948.8	961.5	943.9	956.8
10/3/73	956.8	971.8	952.1	964.6
10/4/73	964.6	969.3	949.5	955.9
10/5/73	955.9	975.9	950.8	971.3
10/8/73	971.3	983.2	955.8	977.7
10/9/73	977.7	984.7	964.6	974.2
10/10/73	974.2	980.3	953.8	960.6
10/11/73	960.6	981.2	957.7	976.1
10/12/73	976.1	991.8	972	978.6
10/15/73	977.8	977.8	960.2	967
10/16/73	967	971.6	951.8	967.4
10/17/73	967.4	976.7	956.4	962.5
10/18/73	962.5	974.3	950.1	959.7
10/19/73	959.7	974	954.6	963.7
10/22/73	963.7	970.4	951.1	960.6
10/23/73	960.6	976.4	944.5	966.5
10/24/73	966.5	977.5	960.8	971.9
10/25/73	971.9	981.3	957.1	974.5
10/26/73	974.5	992.6	972.6	987.1
10/29/73	987.1	997.6	980	984.8
10/30/73	984.8	985.9	963.7	968.5
10/31/73	968.5	973.1	951.3	956.6
11/1/73	956.6	963.8	941.8	948.8
11/2/73	948.8	951.3	929.1	935.3
11/5/73	932.9	932.9	912.6	919.4
11/6/73	919.4	933.8	909.7	913.1
11/7/73	913.1	929.6	909.7	920.1
11/8/73	923.9	946.8	923.9	932.7
11/9/73	932.7	933	902.9	908.4
11/12/73	908.4	910.8	885.5	897.7
11/13/73	897.7	902.5	876.9	891
11/14/73	891	899.5	865.4	869.9
11/15/73	869.9	886.8	859.3	874.6
11/16/73	874.6	905.1	869.2	891.3
11/19/73	889.8	889.8	860.8	862.7
11/20/73	862.4	862.4	836.2	844.9
11/21/73	844.9	869.2	839.8	855
11/23/73	855	861.5	847.5	854
11/26/73	844.2	844.2	816.6	825
11/27/73	825	833.2	810.4	817.7
11/28/73	817.7	843.5	814.8	839.8
11/29/73	839.8	846.9	824.3	835.1
11/30/73	835.1	836	819.4	822.3
12/3/73	820.5	820.5	798.3	806.5
12/4/73	806.5	817.7	795.7	803.2
12/5/73	803.2	806.8	783.6	788.3
12/6/73	788.3	816.7	786.5	814.1
12/7/73	815.5	846.6	815.5	838.1
12/10/73	838.1	857.3	829.2	851.1
12/11/73	851.1	861.1	830.8	834.2
12/12/73	828.6	828.6	805.3	810.7
12/13/73	810.7	821.6	794.4	800.4
12/14/73	800.4	823.6	793.5	815.7
12/17/73	815.7	821.4	804.2	811.1
12/18/73	811.1	834.7	807.1	829.5
12/19/73	829.5	847.9	821	829.6
12/20/73	829.6	841.6	820.5	828.1
12/21/73	828.1	830.7	809.8	818.7
12/24/73	818.7	820.7	805.7	814.8
12/26/73	820.2	844.1	820.2	837.6
12/27/73	839	858.9	839	851
12/28/73	851	857.6	839.9	848
12/31/73	848	857.1	836.2	850.9
1/2/74	850.9	859.2	841.4	855.3
1/3/74	858.9	886.7	858.9	880.7
1/4/74	880.7	890.4	868.1	880.2
1/7/74	880.2	884	866.3	876.9
1/8/74	876.9	880.8	857.7	861.8
1/9/74	853	853	831.4	834.8
1/10/74	834.8	845.2	816.6	823.1
1/11/74	823.1	847.6	819.9	841.5
1/14/74	841.5	855.6	833.3	840.2
1/15/74	840.2	855.8	834.6	846.4
1/16/74	846.4	861.2	842.5	856.1
1/17/74	856.3	878.5	856.3	872.2
1/18/74	872.2	873.2	850.9	855.5
1/21/74	855.5	858.9	835.8	854.6
1/22/74	854.6	871.6	850.7	863.5
1/23/74	863.5	878.7	859	871
1/24/74	871	875.9	853.5	863.1
1/25/74	863.1	869.2	850.7	859.4
1/28/74	859.4	862.2	847.3	853
1/29/74	853	858.9	844.5	852.3
1/30/74	853.1	869.8	853.1	862.3
1/31/74	862.3	868.9	852	855.6
2/1/74	855.6	856.6	838	843.9
2/4/74	838.6	838.6	816.5	821.5
2/5/74	821.5	829.9	812	820.6
2/6/74	820.6	831.4	817.5	824.6
2/7/74	824.6	833.9	819.4	828.5
2/8/74	828.5	831.9	817.8	820.4
2/11/74	820.4	821.3	802.2	803.9
2/12/74	803.9	811.7	795.7	806.6
2/13/74	806.6	816.2	803	806.9
2/14/74	806.9	816.6	802.2	809.9
2/15/74	809.9	825.7	808.1	820.3
2/19/74	820.3	840.5	816.7	819.5
2/20/74	819.5	834.9	814.2	831
2/21/74	831	849.7	830.2	846.8
2/22/74	846.8	862.4	843	856
2/25/74	856	859.2	843.8	851.4
2/26/74	851.4	861.8	843.1	859.5
2/27/74	859.5	871.4	855.8	863.4
2/28/74	863.4	868.2	851.9	860.5
3/1/74	860.5	861.6	845.9	851.9
3/4/74	851.9	855	841.8	853.2
3/5/74	860.4	880.4	860.4	872.4
3/6/74	872.4	885.3	866.5	879.9
3/7/74	879.9	880.2	865.1	869.1
3/8/74	869.1	880.9	858.8	878.1
3/11/74	878.1	893.3	865.9	888.5
3/12/74	888.5	895.6	877.5	887.1
3/13/74	887.1	900.8	881.9	891.7
3/14/74	891.7	904	885.2	889.8
3/15/74	889.8	893.4	878.7	887.8
3/18/74	887.8	889.9	870.4	874.2
3/19/74	874.2	875.7	861.9	867.6
3/20/74	867.6	878.6	863	872.3
3/21/74	872.3	887.1	870.2	875.5
3/22/74	875.5	884.3	868.4	878.1
3/25/74	878.1	884.8	866.8	881
3/26/74	881	890.2	875.2	883.7
3/27/74	883.7	887.8	869.8	871.2
3/28/74	867.2	867.2	850.6	854.4
3/29/74	854.4	858.6	842.4	846.7
4/1/74	846.7	856.4	839.7	843.5
4/2/74	843.5	853.2	839.2	846.6
4/3/74	846.6	860.5	844.7	858
4/4/74	858	865.5	852.3	858.9
4/5/74	858.6	858.6	842.5	847.5
4/8/74	847.2	847.2	834.3	840
4/9/74	840	852.6	836.1	846.8
4/10/74	846.8	855.5	840.3	843.7
4/11/74	843.7	850	837.8	844.8
4/15/74	844.8	852	839.3	843.8
4/16/74	845.7	863.6	845.7	861.2
4/17/74	861.2	874.5	856.4	867.4
4/18/74	867.4	875.9	862.6	869.9
4/19/74	868.9	868.9	856.2	859.9
4/22/74	859.9	864.3	852.4	858.6
4/23/74	858.6	859.5	843.6	846
4/24/74	846	847.2	828.2	832.4
4/25/74	832.4	835.1	818.7	827.7
4/26/74	827.7	841.3	823.2	834.6
4/29/74	834.6	839.8	824.7	835.4
4/30/74	835.4	844.5	829.6	836.8
5/1/74	836.8	861.1	832.8	853.9
5/2/74	853.9	865.9	845.9	851.1
5/3/74	851.1	852.8	839.9	845.9
5/6/74	845.9	847.5	834.3	844.9
5/7/74	844.9	855.8	840.5	847.2
5/8/74	847.2	856.9	843	851
5/9/74	851	870.1	849.2	865.8
5/10/74	865.8	870.4	846.8	850.4
5/13/74	850.4	854.8	838.7	845.6
5/14/74	845.6	856.1	842.3	847.9
5/15/74	847.9	853	839.3	846.1
5/16/74	846.1	853.4	833.2	835.3
5/17/74	833.3	833.3	813.8	818.8
5/20/74	818.8	826.2	807.5	812.4
5/21/74	812.4	822.7	803	809.5
5/22/74	809.5	818.8	800.1	802.6
5/23/74	802.6	811.3	796.2	805.2
5/24/74	806.2	824.3	806.2	816.7
5/28/74	816.7	824.6	809.1	814.3
5/29/74	814.3	817.3	793	795.4
5/30/74	795.4	808.3	788.8	803.6
5/31/74	803.6	808	792.3	802.2
6/3/74	802.2	822.4	799.8	821.3
6/4/74	821.8	837.1	821.8	828.7
6/5/74	828.7	839.4	819.2	830.2
6/6/74	830.2	847.5	824.1	845.4
6/7/74	845.6	863.3	845.6	853.7
6/10/74	853.7	864.6	846.1	859.7
6/11/74	859.7	865.5	848.1	852.1
6/12/74	852.1	853.8	837.9	848.6
6/13/74	848.6	861	843.8	852.1
6/14/74	850.7	850.7	837.8	843.1
6/17/74	843.1	843.2	829.5	833.2
6/18/74	833.2	838.6	826.5	830.3
6/19/74	830.3	833.5	821.3	826.1
6/20/74	826.1	831.2	818.1	820.8
6/21/74	820.8	822.6	810.2	815.4
6/24/74	815.4	822.4	808.9	816.3
6/25/74	817.7	832.5	817.7	828.9
6/26/74	828.9	830.4	815.5	817
6/27/74	817	817.3	800.8	803.7
6/28/74	803.7	808.2	796.5	802.4
7/1/74	802.4	812	797.5	806.2
7/2/74	806.2	808.8	788.3	790.7
7/3/74	790.7	798.6	785.1	792.9
7/5/74	792.9	796.3	786.2	791.8
7/8/74	788.4	788.4	765.3	770.6
7/9/74	770.6	782.9	764.6	772.3
7/10/74	772.3	779.2	759.5	762.1
7/11/74	762.1	769.8	753.1	759.6
7/12/74	770	790.7	770	787.2
7/15/74	787.2	800.9	777.9	786.6
7/16/74	785.2	785.2	771.8	776
7/17/74	776	788.6	765.8	785
7/18/74	785	803	781.5	789.2
7/19/74	789.2	796.6	780.4	787.9
7/22/74	787.9	795.5	779.5	790.4
7/23/74	790.4	805.6	789.8	797.7
7/24/74	797.7	809.8	791.5	805.8
7/25/74	805.8	807.7	790.1	795.7
7/26/74	795.7	798	781.5	784.6
7/29/74	780.7	780.7	764.6	770.9
7/30/74	770.9	775	758.8	765.6
7/31/74	765.6	767.4	754.4	757.4
8/1/74	757.4	764.2	745.6	751.1
8/2/74	751.1	758.5	745.3	752.6
8/5/74	752.6	768.5	748	760.4
8/6/74	767	791	767	773.8
8/7/74	773.8	798.9	770.8	797.6
8/8/74	797.6	803.4	779	784.9
8/9/74	784.9	787.5	771.9	777.3
8/12/74	777.3	780	762.8	767.3
8/13/74	767.3	768.5	750.6	756.4
8/14/74	755	755	735.4	740.5
8/15/74	740.5	749.1	732.2	737.9
8/16/74	737.9	744.5	728.7	731.5
8/19/74	731.2	731.2	715.4	721.8
8/20/74	721.8	736.3	717.5	726.9
8/21/74	726.9	730.1	709.3	711.6
8/22/74	711.6	713.9	694.2	704.6
8/23/74	704.6	710.7	683.9	686.8
8/26/74	686.8	697.1	671.5	688.1
8/27/74	688.1	690.9	668	671.5
8/28/74	671.5	681.8	663.6	666.6
8/29/74	666.6	669.5	651.6	656.8
8/30/74	661.1	681.7	661.1	678.6
9/3/74	678.6	686.5	662.2	663.3
9/4/74	657.5	657.5	638.4	648
9/5/74	650	673.5	650	670.8
9/6/74	670.8	685	663.6	677.9
9/9/74	676.7	676.7	660.6	662.9
9/10/74	662.9	669.5	652.2	658.2
9/11/74	658.2	665.6	650.6	654.7
9/12/74	654.7	655	637.4	641.7
9/13/74	641.7	643.8	624.4	627.2
9/16/74	627.2	645.9	617.7	639.8
9/17/74	642.8	662.2	642.8	648.8
9/18/74	648.8	654.6	635.1	651.9
9/19/74	659.3	679.8	659.3	674.1
9/20/74	674.1	680.5	659.3	670.8
9/23/74	670.8	678.2	657.8	663.7
9/24/74	662.1	662.1	648.8	654.1
9/25/74	654.1	671.5	643.8	650
9/26/74	648.4	648.4	633.6	638
9/27/74	638	643.6	619.4	622
9/30/74	619.4	619.4	598.8	607.9
10/1/74	607.9	613.3	589.6	604.8
10/2/74	604.8	613.9	596.8	601.5
10/3/74	600.8	600.8	582.2	587.6
10/4/74	587.6	593.7	573.2	584.6
10/7/74	587.8	610.5	587.8	607.6
10/8/74	607.6	615.9	596.2	602.6
10/9/74	602.6	633.4	591.9	631
10/10/74	634	664	634	648.1
10/11/74	648.1	665.9	638.1	658.2
10/14/74	659.7	689.3	659.7	673.5
10/15/74	673.5	679.2	652.4	658.4
10/16/74	658.4	660.5	637	642.3
10/17/74	642.3	657.3	635.5	651.4
10/18/74	651.4	669.5	646	654.9
10/21/74	654.9	674.1	645.7	669.8
10/22/74	669.8	680.1	658.6	662.9
10/23/74	660.5	660.5	637.8	645
10/24/74	643.9	643.9	624.3	636.3
10/25/74	636.3	648	629.9	636.2
10/28/74	636.2	639.6	624.1	633.8
10/29/74	638.8	661.5	638.8	659.3
10/30/74	659.3	681.4	655.2	673
10/31/74	673	685.6	659.2	665.5
11/1/74	665.5	673	655.7	665.3
11/4/74	664.2	664.2	647.4	657.2
11/5/74	657.2	676.6	651.8	674.8
11/6/74	674.8	692.8	666.1	669.1
11/7/74	669.1	681.8	660.8	671.9
11/8/74	671.9	676.6	661.5	667.2
11/11/74	667.2	675.7	660.5	672.6
11/12/74	672.6	675.1	656.5	659.2
11/13/74	659.2	666.2	647.3	659.2
11/14/74	659.2	671.3	635.6	658.4
11/15/74	658.4	660	642.6	647.6
11/18/74	641.1	641.1	621.7	624.9
11/19/74	624.9	627.4	609.8	614.1
11/20/74	614.1	622.8	605.8	609.6
11/21/74	609.6	616.6	599.8	608.6
11/22/74	609.6	625.3	609.6	615.3
11/25/74	615.3	620.7	604.4	611.9
11/26/74	611.9	625.1	606.9	617.3
11/27/74	617.3	633.5	612.6	619.3
11/29/74	619.3	623.9	610.9	618.7
12/2/74	616.1	616.1	599.6	603
12/3/74	603	603.3	590.8	596.6
12/4/74	596.6	606.8	592.1	598.6
12/5/74	598.6	604.1	585.1	587.1
12/6/74	587.1	588	572.1	577.6
12/9/74	577.6	587.1	570	579.9
12/10/74	582.2	602.1	582.2	593.9
12/11/74	593.9	606.2	589.2	595.4
12/12/74	595.4	604.3	586.7	596.4
12/13/74	596.4	602	586.7	592.8
12/16/74	592.8	598.1	584.3	586.8
12/17/74	586.8	599.4	582.5	597.5
12/18/74	597.6	610.8	597.6	603.5
12/19/74	603.5	611	596.2	604.4
12/20/74	604.4	607	594.5	598.5
12/23/74	598.5	599	583.7	589.6
12/24/74	589.6	602.2	589.6	598.4
12/26/74	598.4	610.4	597.1	604.7
12/27/74	604.7	608.3	597.5	602.2
12/30/74	602.2	607.2	595	603.3
12/31/74	603.3	619.8	602.9	616.2
1/2/75	619.1	637.1	619.1	632
1/3/75	632	642.6	623.7	634.5
1/6/75	634.5	646.4	631.9	637.2
1/7/75	637.2	645.4	630.2	641.2
1/8/75	641.2	646.3	632.1	635.4
1/9/75	635.4	646.9	627.6	645.3
1/10/75	650.1	666.7	650.1	658.8
1/13/75	658.8	669.3	651.4	654.2
1/14/75	654.2	657.9	644	648.7
1/15/75	648.7	657.2	640.3	653.4
1/16/75	653.4	660.1	648.1	655.7
1/17/75	655.7	657.7	641.9	644.6
1/20/75	644.6	650.2	635.1	647.5
1/21/75	647.5	656.6	637.9	641.9
1/22/75	641.9	654	634.4	652.6
1/23/75	652.6	666.6	647.5	656.8
1/24/75	656.8	671.5	652.7	666.6
1/27/75	678.4	698.7	678.4	692.7
1/28/75	692.7	705.1	689.7	694.8
1/29/75	694.8	712.2	687	706
1/30/75	706	717.3	693.1	696.4
1/31/75	696.4	709.6	690.2	703.7
2/3/75	703.7	717.6	696.5	711.4
2/4/75	711.4	713.5	695.2	708.1
2/5/75	708.1	721.5	699.8	717.9
2/6/75	717.9	731.5	710.8	714.2
2/7/75	714.2	716	697.5	711.9
2/10/75	711.9	717.9	702.8	708.4
2/11/75	708.4	711.7	697.8	707.6
2/12/75	707.6	716.8	700.6	715
2/13/75	718.5	738.3	718.5	726.9
2/14/75	726.9	739.5	719.8	734.2
2/18/75	734.2	742.1	722.4	731.3
2/19/75	731.3	740.6	721.9	736.4
2/20/75	736.4	749.5	731.4	745.4
2/21/75	745.4	757.4	742.5	749.8
2/24/75	749.8	750.2	733.5	736.9
2/25/75	732.8	732.8	714.6	719.2
2/26/75	719.2	731.8	713.7	728.1
2/27/75	728.1	738.5	725.1	731.2
2/28/75	731.2	741.9	724.5	739.1
3/3/75	739.1	756.5	737.6	753.1
3/4/75	753.8	773.2	753.8	757.7
3/5/75	757.7	767	745.5	752.8
3/6/75	761.8	764.7	761.8	761.8
3/7/75	761.8	775.7	759.6	770.1
3/10/75	770.1	779.4	761.6	776.1
3/11/75	776.1	784.7	765.6	770.9
3/12/75	770.9	774.3	756.7	763.7
3/13/75	763.7	767	752.6	763
3/14/75	763	779.6	761.8	773.5
3/17/75	773.5	789.4	771.4	786.5
3/18/75	786.5	796.9	776.6	779.4
3/19/75	776.8	776.8	761.2	769.5
3/20/75	769.5	779.7	758.3	764
3/21/75	764	768.9	753.1	763.1
3/24/75	752.5	752.5	737.5	743.4
3/25/75	743.4	753.3	731.5	747.9
3/26/75	750.9	770	750.9	766.2
3/27/75	766.2	778.6	763.5	770.3
3/31/75	770.3	779.7	764.4	768.2
4/1/75	768.2	771.1	756.5	761.6
4/2/75	761.6	771	754.8	760.6
4/3/75	760.6	763.2	749.1	752.2
4/4/75	752.2	755.4	740.7	747.3
4/7/75	747.3	749.8	736.6	742.9
4/8/75	742.9	755.4	741	749.2
4/9/75	749.2	771	748.4	768
4/10/75	769.4	788.3	769.4	781.3
4/11/75	781.3	792.9	775.8	789.5
4/14/75	790.8	811.5	790.8	807
4/15/75	807	822.4	801.3	815.1
4/16/75	815.1	819.8	800.3	815.7
4/17/75	815.7	835.2	813.8	819.5
4/18/75	819.5	822.1	802.3	808.4
4/21/75	808.4	821.6	803.7	815.9
4/22/75	815.9	828.9	811.2	814.1
4/23/75	814.1	815.9	799	802.5
4/24/75	802.5	810.2	792.3	803.7
4/25/75	803.7	819.8	800.8	811.8
4/28/75	811.8	820.6	803.5	810
4/29/75	810	817	797.8	803
4/30/75	803	823.2	796.9	821.3
5/1/75	821.3	837.2	817.8	831
5/2/75	832.2	853.3	832.2	848.5
5/5/75	848.5	860.1	839.7	855.6
5/6/75	855.6	860.1	832.7	834.7
5/7/75	834.7	842.7	822.7	836.4
5/8/75	836.4	845.2	828.1	840.5
5/9/75	840.5	856.8	839.4	850.1
5/12/75	850.1	857.3	842	847.5
5/13/75	847.5	857.9	840.2	850.1
5/14/75	850.1	866	846.8	858.7
5/15/75	858.7	868.6	847.2	848.8
5/16/75	848.8	849	831.4	837.6
5/19/75	837.6	843.7	823.2	837.7
5/20/75	837.7	843.8	827.5	830.5
5/21/75	830.3	830.3	815.2	818.7
5/22/75	818.7	828.5	808	818.9
5/23/75	818.9	835.5	818.3	831.9
5/27/75	831.9	837.5	820.1	826.1
5/28/75	826.1	832.8	812.8	817
5/29/75	817	823.5	808.1	815
5/30/75	817.4	836.2	817.4	832.3
6/2/75	835.7	853.5	835.7	846.6
6/3/75	846.6	855.4	839.6	846.1
6/4/75	846.1	850.8	834.2	840
6/5/75	840	845	829.9	842.2
6/6/75	842.2	849.7	833.2	839.6
6/9/75	839.6	844.5	828	830.1
6/10/75	829.1	829.1	813.8	822.1
6/11/75	822.1	833.5	819.9	824.6
6/12/75	824.6	831.4	815.4	819.3
6/13/75	819.3	829	811.2	824.5
6/16/75	824.5	837.8	821.3	834.6
6/17/75	834.6	843.1	824	828.6
6/18/75	828.6	834	819	827.8
6/19/75	827.8	848.6	826.1	845.4
6/20/75	847.9	864.7	847.9	855.4
6/23/75	855.4	867.1	846.9	864.8
6/24/75	864.8	878.4	861	869.1
6/25/75	869.1	878.1	861.9	872.7
6/26/75	872.7	883.4	866.6	874.1
6/27/75	874.1	880.5	867.2	873.1
6/30/75	873.1	884.6	868	879
7/1/75	879	884.9	869.6	877.4
7/2/75	876.3	876.3	861.6	870.4
7/3/75	870.4	877.4	863.5	871.8
7/7/75	871.8	873.4	859	861.1
7/8/75	861.1	864	850.5	857.8
7/9/75	858.7	875	858.7	871.9
7/10/75	871.9	884.5	868.2	871.9
7/11/75	871.9	881.5	862.8	871.1
7/14/75	871.1	880.7	865.2	875.9
7/15/75	875.9	888.9	874.1	881.8
7/16/75	881.8	888.5	868.6	872.1
7/17/75	872.1	877.4	858.7	864.3
7/18/75	864.3	867	854.3	862.4
7/21/75	862.4	867.9	852	854.7
7/22/75	854.7	855	838.7	846.8
7/23/75	846.8	853.4	834.6	836.7
7/24/75	836.7	847.8	829.2	840.3
7/25/75	840.3	846.9	829.4	834.1
7/28/75	834.1	836.9	822	827.8
7/29/75	827.8	840.7	820.3	824.9
7/30/75	824.9	837.7	819.2	831.7
7/31/75	831.7	843.1	828.8	831.5
8/1/75	831.5	833.8	822.2	826.5
8/4/75	826.5	826.8	813.5	818.1
8/5/75	818.1	824.9	807	810.2
8/6/75	810.2	820.4	804.6	813.7
8/7/75	813.7	824.9	809.8	815.8
8/8/75	815.8	826.2	812.7	817.7
8/11/75	817.7	825.3	809.9	823.8
8/12/75	823.8	838.6	823.3	828.5
8/13/75	828.5	831.2	817.4	820.6
8/14/75	820.6	824.1	812.7	817
8/15/75	817	830.7	814.1	825.6
8/18/75	825.6	833.3	819.4	822.8
8/19/75	822.8	824.2	806.6	808.5
8/20/75	805.5	805.5	789.6	793.3
8/21/75	793.3	801.3	785.8	791.7
8/22/75	791.7	807	790	804.8
8/25/75	804.8	817.4	803.2	812.3
8/26/75	812.3	815.6	800	803.1
8/27/75	803.1	809.6	797.1	807.2
8/28/75	809.9	831.6	809.9	829.5
8/29/75	829.5	844	828.7	835.3
9/2/75	835.3	840.2	821.3	823.7
9/3/75	823.7	834.6	815.9	832.3
9/4/75	832.3	843.6	827.2	838.3
9/5/75	838.3	843.6	830.3	836
9/8/75	836	844	830.2	840.1
9/9/75	840.1	849	826.6	827.8
9/10/75	825.3	825.3	809.5	817.7
9/11/75	817.7	820.3	808.1	812.7
9/12/75	812.7	823.7	806.6	809.2
9/15/75	809.2	811.3	799.1	803.2
9/16/75	803.2	809.8	792.8	795.1
9/17/75	795.1	804.5	792	799.1
9/18/75	799.1	817.2	797.6	814.6
9/19/75	816.7	834.7	816.7	829.8
9/22/75	829.8	835.7	817.6	820.4
9/23/75	820.4	824.3	808	819.9
9/24/75	820.2	836.8	820.2	826.2
9/25/75	826.2	828.9	812.9	820.2
9/26/75	820.2	827.3	811.3	818.6
9/29/75	818.6	820.6	803.4	805.2
9/30/75	804.4	804.4	789.7	793.9
10/1/75	793.9	799.4	780.5	784.2
10/2/75	784.2	799.3	781.7	794.6
10/3/75	794.7	816.1	794.7	813.2
10/6/75	813.2	826.8	811.3	819.7
10/7/75	819.7	821.8	806.1	816.5
10/8/75	816.5	829.4	809.8	823.9
10/9/75	823.9	834.9	817.3	824.5
10/10/75	824.5	832.6	817.1	823.9
10/13/75	823.9	839	818.5	837.8
10/14/75	837.8	852.4	830.1	835.3
10/15/75	835.3	843.9	828	837.2
10/16/75	837.2	851.5	833.6	837.9
10/17/75	837.9	841.2	824.5	832.2
10/20/75	832.2	844.1	828.2	842.3
10/21/75	842.3	855.7	841.2	846.8
10/22/75	846.8	855.1	840.4	849.6
10/23/75	849.6	859.6	844.5	855.2
10/24/75	855.2	857.8	837.2	840.5
10/27/75	840.5	845.2	831.3	838.5
10/28/75	838.5	853.7	837.5	851.5
10/29/75	850.8	850.8	834.9	838.6
10/30/75	838.6	847.3	833	839.4
10/31/75	839.4	842.5	830	836
11/3/75	836	836.8	822.3	825.7
11/4/75	825.7	834.1	821.1	830.1
11/5/75	830.1	843.9	829.5	836.3
11/6/75	836.3	845.4	827.9	840.9
11/7/75	840.9	843.8	830.3	835.8
11/10/75	835.8	841	824.6	835.5
11/11/75	835.5	843.3	831.6	838.6
11/12/75	838.6	855.6	838.4	852.3
11/13/75	852.3	863.1	848.5	851.2
11/14/75	851.2	857.9	845.3	853.7
11/17/75	853.7	862.6	847.6	856.7
11/18/75	856.7	865.8	851.8	855.2
11/19/75	855.2	857.5	842.3	848.2
11/20/75	848.2	853.4	838.9	843.5
11/21/75	843.5	848.4	834.6	840.8
11/24/75	840.8	849.1	833.8	845.6
11/25/75	845.6	859.1	845.6	855.4
11/26/75	855.4	863.9	851.1	858.6
11/28/75	858.6	865.2	854.1	860.7
12/1/75	860.7	866	853	856.3
12/2/75	856.3	856.7	841.7	843.2
12/3/75	836.7	836.7	822.1	825.5
12/4/75	825.5	833.7	818.2	829.1
12/5/75	829.1	833.6	817	818.8
12/8/75	818.8	826.4	812.8	821.6
12/9/75	821.6	827.5	814.5	824.2
12/10/75	824.2	835.7	820.9	834
12/11/75	834	840.1	828.9	832.7
12/12/75	832.7	836.7	825.5	832.8
12/15/75	832.8	841.2	828.7	836.6
12/16/75	836.6	849.7	833.9	844.3
12/17/75	844.3	852.2	840.4	846.3
12/18/75	846.3	857.1	843.1	852.1
12/19/75	852.1	854.3	841.4	844.4
12/22/75	844.4	847.3	835.3	838.6
12/23/75	838.6	847.8	833.4	843.8
12/24/75	845	854.9	845	851.9
12/26/75	851.9	860.9	850.2	859.8
12/29/75	859.8	866.1	853.6	856.7
12/30/75	856.7	860.8	847.1	852.4
12/31/75	852.4	859.7	848.7	852.4
1/2/76	852.4	860.4	848.6	858.7
1/5/76	858.7	879.8	858.6	877.8
1/6/76	878.7	895	878.7	890.8
1/7/76	890.8	908.7	886.4	898.7
1/8/76	898.7	916.6	893.9	908
1/9/76	908	916.9	903.7	911.1
1/12/76	911.1	925.9	905.4	922.4
1/13/76	922.4	930.3	909.4	912.9
1/14/76	912.9	932.6	908.2	929.6
1/15/76	929.6	940.3	921.2	924.5
1/16/76	924.5	935.2	918	929.6
1/19/76	929.6	946.1	923.8	943.7
1/20/76	943.7	954	935.8	949.9
1/21/76	949.9	955	934.4	946.2
1/22/76	946.2	949.6	934	943.5
1/23/76	943.5	958.4	940.6	954
1/26/76	954	969.2	953.9	961.5
1/27/76	961.5	973.2	950.8	957.8
1/28/76	957.8	963.1	942.4	951.4
1/29/76	951.4	970.8	948.1	968.8
