ARRIVAL TIME	INTERARRIVAL TIME	DATA (BYTES)
9526	1	42
9526	0	512
9527	1	512
9527	0	0
9531	4	0
9532	1	3
9535	3	0
9537	2	5
9540	3	0
9544	4	39
9551	7	0
9552	1	0
9553	1	512
9553	0	256
9558	5	13
9561	3	0
9562	1	31
9566	4	0
9571	5	44
9573	2	44
9577	4	46
9582	5	42
9583	1	0
9589	6	0
9589	0	0
9592	3	512
9592	0	0
9593	1	512
9594	1	441
9598	4	536
9598	0	0
9603	5	60
9603	0	0
9607	4	0
9608	1	3
9611	3	108
9614	3	0
9615	1	13
9616	1	0
9616	0	0
9618	2	212
9619	1	212
9620	1	0
9621	1	0
9622	1	5
9623	1	15
9623	0	15
9626	3	7
9630	4	37
9631	1	31
9639	8	68
9639	0	5
9640	1	0
9641	1	1
9642	1	512
9643	1	512
9644	1	443
9650	6	0
9651	1	39
9652	1	512
9652	0	0
9653	1	0
9653	0	128
9654	1	3
9661	7	8
9663	2	0
9667	4	212
9677	10	0
9683	6	0
9691	8	5
9692	1	512
9693	1	512
9693	0	512
9693	0	86
9694	1	294
9696	2	0
9697	1	0
9698	1	256
9701	3	0
9702	1	0
9704	2	0
9710	6	0
9710	0	6
9713	3	512
9713	0	0
9715	2	14
9716	1	8
9716	0	0
9717	1	0
9718	1	512
9723	5	0
9725	2	512
9736	11	5
9740	4	0
9741	1	489
9752	11	512
9754	2	0
9756	2	512
9765	9	0
9766	1	0
9769	3	0
9779	10	0
9780	1	512
9781	1	512
9781	0	49
9783	2	0
9784	1	5
9788	4	50
9799	11	5
9799	0	0
9800	1	52
9801	1	2
9805	4	512
9805	0	0
9806	1	0
9807	1	0
9807	0	512
9808	1	3
9808	0	0
9808	0	0
9811	3	512
9811	0	512
9812	1	300
9813	1	0
9813	0	0
9814	1	13
9815	1	0
9815	0	256
9816	1	256
9816	0	0
9817	1	0
9820	3	212
9822	2	0
9822	0	3
9829	7	0
9838	9	0
9841	3	0
9843	2	0
9843	0	0
9844	1	512
9845	1	512
9847	2	0
9847	0	512
9848	1	256
9848	0	0
9850	2	512
9851	1	512
9852	1	0
9853	1	0
9854	1	512
9858	4	39
9861	3	49
9861	0	0
9864	3	512
9872	8	0
9881	9	38
9884	3	0
9885	1	512
9887	2	512
9887	0	0
9889	2	0
9898	9	5
9901	3	512
9902	1	0
9902	0	0
9908	6	512
9909	1	512
9909	0	512
9910	1	136
9910	0	512
9910	0	50
9911	1	512
9911	0	512
9912	1	142
9924	12	1
9929	5	0
9931	2	3
9939	8	0
9939	0	0
9943	4	0
9946	3	256
9948	2	13
9954	6	0
9954	0	47
9955	1	212
9956	1	0
9958	2	39
9959	1	512
9964	5	5
9965	1	0
9966	1	3
9966	0	0
9968	2	0
9970	2	512
9973	3	512
9977	4	512
9986	9	512
9986	0	6
9986	0	55
9991	5	0
9991	0	0
9993	2	256
9993	0	256
9996	3	0
9997	1	0
10000	3	512
10001	1	0
10003	2	0
10006	3	0
10007	1	5
10010	3	42
10034	24	0
10036	2	0
10037	1	0
10039	2	0
10041	2	0
10043	2	512
10044	1	100
10046	2	0
10048	2	512
10054	6	512
10057	3	0
10059	2	212
10061	2	13
10064	3	0
10067	3	0
10068	1	15
10068	0	15
10069	1	0
10073	4	0
10080	7	0
10083	3	512
10093	10	5
10093	0	512
10094	1	0
10095	1	40
10097	2	479
10101	4	15
10102	1	0
10103	1	3
10109	6	15
10116	7	48
10117	1	42
10126	9	0
10127	1	5
10129	2	512
10129	0	0
10130	1	5
10130	0	42
10130	0	15
10133	3	0
10135	2	50
10136	1	0
10140	4	0
10141	1	0
10142	1	512
10145	3	0
10155	10	34
10158	3	42
10160	2	15
10165	5	0
10165	0	53
10167	2	85
10167	0	0
10167	0	168
10167	0	0
10167	0	0
10168	1	0
10168	0	0
10168	0	35
10169	1	212
10170	1	256
10170	0	0
10171	1	0
10172	1	0
10173	1	15
10174	1	0
10175	1	3
10178	3	512
10184	6	512
10188	4	512
10195	7	39
10198	3	0
10199	1	15
10207	8	38
10208	1	0
10210	2	212
10211	1	15
10213	2	512
10215	2	512
10215	0	0
10216	1	512
10216	0	47
10217	1	256
10219	2	512
10220	1	0
10220	0	0
10221	1	512
10221	0	25
10221	0	0
10221	0	3
10223	2	512
10224	1	0
10225	1	536
10225	0	15
10229	4	0
10229	0	0
10230	1	85
10230	0	0
10231	1	512
10231	0	512
10232	1	47
10233	1	512
10234	1	512
10236	2	5
10237	1	8
10237	0	0
10239	2	256
10239	0	512
10240	1	58
10240	0	5
10249	9	512
10252	3	1
10253	1	0
10254	1	3
10258	4	0
10259	1	0
10261	2	512
10264	3	0
10265	1	0
10270	5	1
10271	1	40
10271	0	1
10272	1	0
10274	2	0
10274	0	15
10277	3	0
10277	0	37
10298	21	41
10299	1	0
10302	3	0
10302	0	3
10303	1	0
10305	2	212
10314	9	6
10315	1	3
10317	2	0
10318	1	0
10319	1	256
10319	0	212
10320	1	0
10322	2	512
10326	4	34
10326	0	5
10328	2	0
10329	1	38
10335	6	5
10336	1	0
10338	2	512
10340	2	0
10343	3	37
10345	2	0
10345	0	0
10346	1	256
10346	0	0
10347	1	24
10359	12	512
10362	3	52
10363	1	512
10364	1	180
10367	3	45
10367	0	0
10374	7	38
10374	0	0
10380	6	0
10385	5	0
10386	1	0
10386	0	0
10386	0	24
10393	7	0
10394	1	5
10398	4	1
10399	1	0
10401	2	512
10405	4	0
10410	5	512
10410	0	512
10416	6	5
10416	0	0
10418	2	256
10428	10	15
10429	1	0
10433	4	0
10436	3	15
10437	1	64
10439	2	36
10442	3	0
10444	2	512
10444	0	74
10448	4	0
10449	1	0
10449	0	5
10450	1	0
10455	5	512
10456	1	512
10456	0	137
10457	1	28
10459	2	0
10459	0	0
10461	2	212
10461	0	3
10462	1	32
10462	0	41
10467	5	0
10468	1	45
10470	2	49
10471	1	536
10472	1	536
10476	4	8
10477	1	0
10477	0	0
10478	1	0
10480	2	512
10480	0	0
10480	0	0
10482	2	0
10482	0	512
10483	1	512
10485	2	256
10486	1	256
10487	1	0
10489	2	256
10491	2	0
10492	1	5
10493	1	0
10496	3	5
10498	2	498
10498	0	5
10501	3	512
10502	1	383
10508	6	0
10508	0	0
10511	3	512
10512	1	512
10512	0	512
10513	1	512
10513	0	437
10524	11	0
10525	1	0
10528	3	512
10531	3	0
10531	0	42
10533	2	512
10544	11	536
10546	2	304
10546	0	0
10546	0	536
10549	3	536
10550	1	0
10551	1	0
10552	1	0
10552	0	15
10553	1	0
10553	0	0
10559	6	39
10569	10	5
10570	1	0
10571	1	0
10572	1	5
10574	2	536
10575	1	536
10577	2	536
10578	1	536
10582	4	5
10584	2	0
10585	1	512
10585	0	347
10585	0	0
10590	5	512
10590	0	44
10592	2	44
10593	1	0
10597	4	536
10597	0	40
10597	0	0
10598	1	3
10602	4	512
10604	2	0
10605	1	512
10605	0	0
10605	0	0
10606	1	512
10606	0	0
10606	0	0
10606	0	0
10607	1	3
10607	0	512
10608	1	536
10608	0	0
10608	0	248
10612	4	0
10614	2	0
10615	1	512
10619	4	0
10620	1	256
10620	0	13
10638	18	0
10639	1	256
10642	3	42
10646	4	0
10649	3	0
10650	1	5
10652	2	0
10652	0	0
10653	1	0
10654	1	512
10655	1	3
10656	1	42
10659	3	0
10660	1	212
10662	2	0
10676	14	5
10682	6	0
10684	2	531
10687	3	0
10705	18	512
10705	0	32
10706	1	0
10706	0	0
10708	2	0
10708	0	212
10709	1	512
10709	0	0
10714	5	175
10716	2	33
10717	1	15
10721	4	29
10724	3	536
10724	0	0
10725	1	0
10725	0	536
10725	0	49
10726	1	536
10728	2	536
10728	0	512
10730	2	5
10731	1	5
10741	10	0
10742	1	0
10743	1	0
10743	0	0
10744	1	8
10746	2	5
10746	0	0
10747	1	0
10748	1	3
10749	1	512
10749	0	0
10753	4	392
10754	1	0
10755	1	0
10756	1	0
10757	1	512
10757	0	186
10758	1	512
10759	1	512
10759	0	0
10759	0	510
10760	1	512
10760	0	0
10760	0	186
10761	1	3
10761	0	0
10766	5	0
10774	8	42
10782	8	512
10783	1	512
10783	0	512
10784	1	168
10785	1	512
10785	0	221
10793	8	0
10793	0	0
10793	0	0
10802	9	0
10804	2	256
10804	0	0
10806	2	0
10807	1	371
10808	1	3
10811	3	371
10814	3	13
10817	3	512
10818	1	0
10820	2	0
10822	2	0
10822	0	0
10822	0	256
10822	0	5
10834	12	0
10835	1	512
10838	3	0
10842	4	512
10843	1	0
10843	0	0
10845	2	512
10846	1	512
10857	11	47
10862	5	5
10863	1	0
10864	1	0
10864	0	47
10864	0	512
10865	1	424
10866	1	0
10868	2	0
10868	0	512
10869	1	212
10876	7	0
10876	0	3
10877	1	0
10886	9	0
10893	7	5
10893	0	30
10896	3	0
10896	0	44
10896	0	1
10902	6	0
10903	1	3
10904	1	512
10906	2	512
10914	8	2
10917	3	0
10920	3	15
10925	5	5
10926	1	5
10927	1	512
10929	2	839
10929	0	0
10931	2	512
10932	1	7
10932	0	15
10933	1	15
10935	2	0
10937	2	50
10937	0	15
10940	3	0
10941	1	0
10943	2	212
10945	2	0
10946	1	512
10947	1	15
10948	1	38
10948	0	0
10949	1	42
10950	1	256
10950	0	37
10952	2	8
10953	1	0
10962	9	0
10963	1	0
10964	1	0
10964	0	31
10965	1	512
10965	0	0
10966	1	0
10968	2	512
10973	5	418
10982	9	0
10984	2	512
10984	0	36
10984	0	512
10985	1	5
10989	4	41
11000	11	512
11000	0	0
11001	1	512
11002	1	498
11002	0	5
11005	3	0
11006	1	256
11007	1	5
11009	2	5
11009	0	0
11010	1	0
11011	1	19
11011	0	5
11012	1	15
11012	0	0
11012	0	0
11014	2	15
11015	1	0
11015	0	0
11015	0	5
11016	1	15
11016	0	256
11016	0	0
11016	0	15
11016	0	256
11018	2	512
11019	1	15
11019	0	5
11019	0	5
11020	1	5
11020	0	0
11021	1	0
11021	0	512
11022	1	512
11023	1	512
11023	0	0
11024	1	512
11024	0	512
11025	1	255
11026	1	37
11027	1	5
11031	4	512
11031	0	127
11032	1	43
11034	2	42
11035	1	0
11042	7	38
11047	5	0
11047	0	0
11049	2	512
11053	4	0
11053	0	0
11054	1	3
11055	1	512
11055	0	0
11056	1	512
11064	8	512
11064	0	0
11066	2	38
11066	0	0
11067	1	136
11068	1	512
11068	0	512
11068	0	49
11068	0	5
11068	0	15
11070	2	512
11071	1	0
11072	1	136
11073	1	0
11075	2	512
11076	1	34
11077	1	139
11079	2	97
11081	2	0
11082	1	256
11083	1	512
11084	1	136
11086	2	512
11086	0	0
11087	1	56
11087	0	136
11090	3	0
11090	0	0
11091	1	139
11092	1	42
11096	4	0
11096	0	0
11099	3	512
11099	0	216
11102	3	0
11104	2	1
11107	3	0
11109	2	512
11110	1	0
11119	9	5
11120	1	49
11123	3	15
11123	0	0
11126	3	35
11127	1	6
11128	1	0
11130	2	256
11134	4	512
11134	0	103
11135	1	0
11140	5	0
11155	15	21
11155	0	0
11164	9	0
11165	1	0
11166	1	0
11167	1	0
11169	2	0
11169	0	512
11171	2	512
11174	3	15
11179	5	42
11179	0	0
11182	3	0
11182	0	3
11183	1	536
11184	1	536
11185	1	536
11186	1	536
11187	1	0
11187	0	0
11187	0	0
11188	1	47
11189	1	512
11189	0	3
11193	4	0
11194	1	3
11194	0	15
11194	0	0
11196	2	42
11197	1	103
11201	4	0
11204	3	512
11204	0	5
11204	0	0
11206	2	212
11206	0	0
11207	1	3
11207	0	38
11211	4	0
11212	1	8
11213	1	15
11215	2	13
11221	6	37
11222	1	0
11224	2	512
11225	1	0
11225	0	0
11225	0	5
11226	1	256
11228	2	512
11228	0	512
11229	1	512
11229	0	278
11229	0	38
11232	3	0
11233	1	0
11234	1	3
11234	0	5
11236	2	0
11236	0	43
11241	5	0
11242	1	0
11244	2	512
11249	5	212
11253	4	0
11256	3	5
11259	3	0
11262	3	0
11263	1	512
11264	1	512
11264	0	512
11264	0	127
11264	0	0
11270	6	1
11271	1	0
11274	3	512
11275	1	0
11275	0	48
11279	4	34
11286	7	0
11288	2	38
11290	2	512
11293	3	3
11302	9	0
11303	1	0
11303	0	3
11306	3	256
11308	2	0
11309	1	0
11311	2	512
11315	4	37
11316	1	5
11318	2	0
11319	1	0
11327	8	5
11331	4	39
11332	1	0
11336	4	42
11340	4	512
11340	0	0
11342	2	512
11342	0	453
11343	1	512
11343	0	512
11344	1	216
11344	0	0
11345	1	53
11356	11	15
11364	8	48
11366	2	0
11369	3	5
11372	3	512
11373	1	124
11380	7	0
11386	6	212
11393	7	0
11394	1	0
11397	3	88
11399	2	88
11399	0	0
11399	0	15
11401	2	512
11403	2	41
11406	3	5
11406	0	0
11415	9	0
11417	2	0
11423	6	512
11424	1	512
11425	1	0
11426	1	256
11427	1	0
11427	0	8
11427	0	1
11428	1	0
11439	11	5
11439	0	0
11453	14	0
11454	1	3
11455	1	512
11455	0	395
11462	7	46
11464	2	0
11464	0	15
11469	5	38
11476	7	39
11478	2	0
11479	1	3
11481	2	0
11481	0	15
11483	2	256
11484	1	0
11486	2	512
11486	0	0
11488	2	512
11491	3	0
11491	0	0
11492	1	61
11493	1	212
11493	0	256
11495	2	256
11498	3	0
11500	2	512
11506	6	15
11506	0	0
11508	2	512
11508	0	0
11511	3	512
11518	7	36
11540	22	0
11545	5	5
11554	9	6
11555	1	0
11558	3	5
11561	3	0
11562	1	0
11566	4	0
11566	0	15
11568	2	256
11569	1	41
11573	4	42
11580	7	0
11583	3	0
11584	1	0
11586	2	3
11586	0	512
11590	4	0
11592	2	512
11599	7	5
11602	3	5
11603	1	0
11606	3	0
11607	1	512
11607	0	3
11613	6	13
11614	1	512
11615	1	512
11615	0	1
11615	0	255
11623	8	5
11631	8	1
11635	4	36
11644	9	0
11648	4	0
11657	9	512
11658	1	512
11658	0	512
11658	0	121
11665	7	0
11666	1	3
11673	7	0
11674	1	0
11675	1	256
11677	2	8
11680	3	0
11680	0	0
11684	4	512
11690	6	0
11692	2	512
11693	1	512
11694	1	512
11694	0	0
11695	1	256
11700	5	512
11701	1	512
11701	0	107
11704	3	5
11705	1	0
11708	3	15
11710	2	49
11713	3	0
11715	2	512
11716	1	512
11716	0	512
11717	1	512
11717	0	350
11724	7	0
11730	6	0
11732	2	0
11734	2	212
11734	0	212
11735	1	0
11737	2	512
11740	3	0
11746	6	15
11751	5	512
11751	0	0
11752	1	0
11752	0	0
11753	1	256
11754	1	256
11754	0	212
11755	1	212
11766	11	0
11781	15	0
11783	2	512
11787	4	5
11790	3	0
11791	1	512
11791	0	47
11792	1	102
11792	0	0
11793	1	0
11795	2	0
11805	10	5
11806	1	0
11807	1	0
11807	0	3
11820	13	13
11825	5	512
11826	1	0
11826	0	0
11827	1	0
11827	0	0
11829	2	512
11829	0	256
11834	5	0
11835	1	35
11836	1	0
11838	2	0
11843	5	0
11844	1	41
11846	2	0
11848	2	0
11849	1	0
11858	9	36
11865	7	0
11874	9	5
11893	19	0
11894	1	0
11894	0	212
11894	0	0
11895	1	0
11895	0	3
11896	1	512
11907	11	0
11920	13	0
11922	2	512
11924	2	0
11925	1	0
11926	1	512
11927	1	3
11927	0	512
11934	7	5
11940	6	0
11944	4	0
11955	11	408
11956	1	408
11956	0	24
11956	0	37
11957	1	512
11958	1	512
11958	0	512
11960	2	512
11961	1	165
11961	0	0
11966	5	0
11975	9	44
11977	2	0
11978	1	3
11980	2	512
11980	0	6
11981	1	0
11989	8	0
11990	1	512
11991	1	0
11995	4	0
11997	2	512
12004	7	244
12006	2	0
12028	22	0
12029	1	512
12030	1	256
12030	0	0
12033	3	0
12035	2	3
12043	8	536
12045	2	0
12046	1	0
12046	0	0
12046	0	212
12048	2	512
12049	1	536
12049	0	5
12054	5	5
12058	4	43
12072	14	0
12078	6	0
12081	3	0
12083	2	512
12089	6	0
12090	1	5
12091	1	512
12096	5	0
12098	2	512
12098	0	512
12099	1	512
12100	1	512
12100	0	512
12101	1	512
12101	0	512
12102	1	512
12102	0	512
12102	0	512
12102	0	512
12103	1	512
12103	0	512
12104	1	512
12104	0	512
12105	1	512
12105	0	512
12106	1	512
12106	0	512
12108	2	512
12108	0	512
12108	0	512
12109	1	97
12109	0	34
12112	3	0
12113	1	0
12115	2	256
12115	0	256
12133	18	5
12134	1	0
12137	3	5
12138	1	8
12140	2	0
12143	3	0
12144	1	50
12145	1	0
12147	2	0
12149	2	512
12149	0	56
12151	2	0
12152	1	13
12155	3	0
12156	1	256
12158	2	512
12159	1	512
12160	1	512
12160	0	484
12164	4	0
12168	4	0
12168	0	0
12173	5	512
12174	1	342
12174	0	0
12179	5	0
12181	2	512
12181	0	512
12183	2	0
12186	3	512
12186	0	512
12189	3	0
12191	2	512
12191	0	512
12195	4	0
12197	2	512
12197	0	512
12199	2	0
12201	2	512
12201	0	0
12203	2	512
12206	3	512
12206	0	0
12206	0	0
12208	2	512
12209	1	512
12209	0	512
12210	1	512
12210	0	512
12212	2	0
12214	2	0
12215	1	0
12217	2	0
12218	1	512
12219	1	512
12219	0	0
12221	2	512
12223	2	512
12224	1	0
12229	5	512
12229	0	512
12232	3	0
12236	4	42
12241	5	0
12243	2	512
12244	1	0
12247	3	0
12260	13	512
12262	2	1
12262	0	0
12264	2	256
12264	0	0
12265	1	3
12271	6	0
12275	4	512
12275	0	0
12275	0	0
12277	2	512
12278	1	512
12279	1	512
12280	1	512
12282	2	0
12282	0	0
12284	2	512
12289	5	0
12292	3	0
12297	5	512
12297	0	256
12298	1	0
12299	1	212
12299	0	212
12301	2	0
12303	2	0
12304	1	3
12306	2	212
12306	0	512
12307	1	512
12307	0	1
12307	0	0
12308	1	512
12308	0	0
12308	0	512
12309	1	512
12309	0	512
12310	1	512
12310	0	512
12314	4	0
12316	2	512
12317	1	512
12322	5	0
12324	2	0
12324	0	512
12325	1	512
12325	0	3
12327	2	8
12331	4	5
12334	3	13
12339	5	51
12340	1	0
12340	0	42
12357	17	0
12359	2	0
12366	7	0
12368	2	0
12368	0	0
12368	0	512
12369	1	512
12369	0	212
12372	3	0
12373	1	36
12378	5	512
12379	1	512
12379	0	0
12379	0	512
12380	1	512
12380	0	512
12388	8	0
12390	2	512
12390	0	512
12392	2	0
12393	1	5
12396	3	512
12399	3	0
12403	4	0
12404	1	256
12407	3	0
12407	0	0
12410	3	5
12414	4	8
12415	1	5
12417	2	0
12424	7	0
12426	2	0
12430	4	0
12431	1	0
12431	0	0
12434	3	256
12434	0	0
12435	1	512
12435	0	0
12439	4	512
12440	1	171
12446	6	5
12449	3	0
12450	1	0
12451	1	512
12454	3	0
12454	0	0
12455	1	219
12455	0	0
12457	2	512
12464	7	0
12466	2	512
12466	0	0
12468	2	512
12470	2	0
12474	4	0
12475	1	0
12477	2	212
12478	1	0
12480	2	49
12481	1	0
12481	0	0
12490	9	512
12490	0	0
12491	1	0
12491	0	0
12499	8	0
12502	3	512
12504	2	5
12508	4	0
12510	2	3
12518	8	38
12524	6	0
12526	2	512
12536	10	55
12541	5	0
12559	18	15
12563	4	42
12566	3	512
12566	0	310
12566	0	0
12567	1	0
12568	1	15
12569	1	256
12570	1	0
12573	3	512
12574	1	38
12575	1	0
12614	39	31
12621	7	0
12624	3	8
12624	0	36
12629	5	0
12630	1	512
12631	1	284
12633	2	0
12634	1	212
12638	4	0
12640	2	0
12642	2	256
12645	3	512
12649	4	0
12654	5	512
12654	0	253
12655	1	0
12658	3	512
12660	2	5
12666	6	0
12666	0	0
12666	0	0
12669	3	512
12678	9	0
12679	1	312
12679	0	212
12681	2	312
12683	2	1
12684	1	0
12685	1	0
12696	11	1
12712	16	512
12722	10	0
12723	1	3
12740	17	0
12751	11	512
12751	0	136
12758	7	512
12759	1	0
12763	4	512
12764	1	0
12764	0	512
12765	1	44
12765	0	47
12765	0	0
12765	0	0
12765	0	0
12766	1	0
12767	1	512
12767	0	0
12769	2	0
12770	1	491
12770	0	0
12771	1	0
12777	6	3
12781	4	5
12783	2	0
12786	3	512
12794	8	0
12796	2	512
12798	2	512
12799	1	512
12800	1	0
12805	5	0
12806	1	3
12812	6	13
12818	6	0
12819	1	212
12828	9	0
12830	2	41
12834	4	1
12834	0	0
12834	0	0
12835	1	512
12836	1	0
12836	0	512
12837	1	0
12837	0	5
12838	1	256
12840	2	5
12842	2	42
12846	4	512
12848	2	163
12851	3	0
12853	2	512
12855	2	0
12855	0	1
12856	1	13
12857	1	512
12858	1	512
12858	0	0
12864	6	37
12873	9	0
12874	1	126
12878	4	0
12880	2	256
12880	0	256
12882	2	15
12885	3	5
12885	0	5
12888	3	15
12888	0	5
12889	1	5
12893	4	5
12895	2	512
12895	0	71
12896	1	1
12897	1	0
12899	2	212
12903	4	42
12907	4	0
12908	1	3
12915	7	3
12921	6	512
12921	0	512
12922	1	512
12922	0	512
12924	2	512
12924	0	0
12926	2	512
12927	1	512
12930	3	512
12930	0	233
12939	9	0
12941	2	512
12943	2	0
12945	2	512
12946	1	512
12946	0	0
12951	5	8
12953	2	1
12954	1	0
12960	6	15
12961	1	0
12962	1	183
12966	4	0
12968	2	0
12968	0	35
12970	2	256
12970	0	0
12970	0	42
12971	1	1
12971	0	37
12973	2	0
12973	0	0
12974	1	5
12975	1	512
12975	0	0
12975	0	0
12976	1	0
12977	1	45
12978	1	512
12981	3	512
12982	1	512
12982	0	28
12983	1	0
12988	5	212
12992	4	0
12993	1	3
12997	4	0
12998	1	3
13000	2	13
13002	2	0
13003	1	37
13004	1	212
13015	11	15
13020	5	0
13023	3	3
13023	0	512
13027	4	0
13027	0	512
13028	1	512
13028	0	512
13029	1	512
13029	0	512
13030	1	8
13030	0	512
13036	6	52
13045	9	33
13045	0	100
13045	0	1
13048	3	99
13049	1	5
13051	2	99
13057	6	1
13063	6	0
13074	11	0
13076	2	0
13076	0	0
13077	1	8
13077	0	0
13080	3	512
13080	0	0
13082	2	512
13082	0	263
13088	6	0
13094	6	37
13102	8	15
13104	2	5
13106	2	0
13106	0	0
13106	0	0
13107	1	0
13108	1	512
13109	1	3
13111	2	512
13111	0	512
13112	1	512
13112	0	512
13113	1	38
13113	0	512
13114	1	360
13114	0	49
13120	6	0
13121	1	0
13121	0	0
13122	1	3
13122	0	212
13125	3	0
13126	1	0
13126	0	212
13127	1	3
13133	6	1
13133	0	13
13139	6	36
13142	3	64
13142	0	0
13147	5	1
13150	3	0
13151	1	0
13152	1	0
13156	4	512
13157	1	0
13159	2	0
13166	7	0
13167	1	0
13168	1	512
13181	13	0
13183	2	512
13188	5	0
13189	1	219
13189	0	0
13192	3	256
13193	1	256
13193	0	0
13193	0	0
13196	3	0
13197	1	0
13198	1	0
13201	3	47
13203	2	5
13207	4	0
13208	1	3
13209	1	0
13212	3	498
13213	1	13
13214	1	60
13217	3	15
13219	2	0
13222	3	0
13223	1	0
13224	1	1
13224	0	46
13225	1	5
13228	3	60
13231	3	59
13234	3	59
13237	3	1
13237	0	8
13239	2	33
13241	2	1
13242	1	0
13244	2	256
13247	3	0
13249	2	0
13253	4	0
13254	1	15
13257	3	512
13257	0	36
13260	3	512
13263	3	1
13264	1	0
13264	0	1
13264	0	0
13267	3	42
13267	0	0
13267	0	64
13273	6	0
13274	1	8
13275	1	0
13276	1	512
13276	0	5
13284	8	0
13286	2	212
13287	1	36
13287	0	0
13295	8	5
13298	3	512
13301	3	334
13302	1	512
13302	0	0
13303	1	383
13303	0	0
13303	0	0
13305	2	512
13305	0	512
13305	0	0
13305	0	0
13307	2	512
13307	0	15
13312	5	41
13315	3	512
13316	1	512
13317	1	472
13317	0	15
13320	3	0
13321	1	38
13322	1	3
13327	5	0
13331	4	512
13331	0	13
13331	0	120
13339	8	0
13340	1	0
13344	4	0
13345	1	512
13348	3	512
13349	1	512
13350	1	512
13353	3	1
13355	2	60
13355	0	0
13364	9	1
13366	2	5
13366	0	0
13370	4	512
13371	1	512
13372	1	512
13372	0	512
13373	1	512
13374	1	0
13376	2	512
13376	0	34
13376	0	256
13380	4	34
13382	2	292
13386	4	0
13387	1	5
13388	1	512
13392	4	0
13392	0	0
13393	1	256
13402	9	0
13406	4	0
13406	0	334
13406	0	3
13408	2	334
13409	1	0
13411	2	0
13412	1	13
13413	1	0
13413	0	0
13421	8	0
13422	1	0
13423	1	512
13425	2	512
13426	1	512
13426	0	0
13427	1	3
13433	6	0
13435	2	212
13436	1	16
13438	2	0
13438	0	0
13438	0	0
13438	0	8
13440	2	256
13440	0	0
13442	2	512
13442	0	3
13443	1	512
13444	1	512
13447	3	45
13451	4	0
13453	2	49
13453	0	0
13454	1	0
13456	2	512
13460	4	0
13463	3	512
13463	0	0
13464	1	0
13464	0	40
13468	4	0
13475	7	512
13476	1	512
13477	1	512
13477	0	512
13478	1	512
13478	0	512
13480	2	5
13481	1	97
13486	5	0
13487	1	3
13490	3	0
13498	8	38
13499	1	0
13499	0	512
13500	1	36
13501	1	0
13501	0	0
13503	2	212
13505	2	0
13506	1	3
13506	0	0
13507	1	5
13507	0	256
13509	2	43
13515	6	0
13523	8	5
13532	9	512
13532	0	512
13533	1	512
13533	0	512
13534	1	512
13535	1	512
13535	0	512
13536	1	512
13536	0	512
13537	1	512
13537	0	512
13538	1	512
13538	0	512
13539	1	512
13540	1	512
13540	0	512
13541	1	512
13541	0	512
13542	1	512
13542	0	512
13543	1	512
13543	0	512
13544	1	512
13544	0	75
13544	0	0
13545	1	512
13545	0	512
13546	1	512
13546	0	512
13547	1	512
13547	0	97
13549	2	5
13549	0	0
13550	1	512
13554	4	0
13558	4	8
13563	5	0
13564	1	0
13567	3	0
13568	1	0
13569	1	0
13571	2	256
13573	2	27
13576	3	0
13577	1	0
13586	9	0
13588	2	212
13591	3	48
13593	2	0
13594	1	3
13599	5	5
13602	3	39
13605	3	0
13609	4	0
13611	2	512
13615	4	0
13618	3	512
13619	1	512
13620	1	0
13621	1	3
13622	1	0
13628	6	0
13629	1	212
13630	1	0
13630	0	512
13632	2	60
13637	5	5
13638	1	0
13640	2	0
13641	1	0
13645	4	512
13646	1	511
13646	0	512
13646	0	0
13647	1	0
13647	0	5
13647	0	512
13648	1	512
13648	0	512
13648	0	0
13650	2	512
13653	3	512
13653	0	512
13653	0	512
13654	1	512
13655	1	512
13656	1	512
13656	0	423
13656	0	0
13656	0	0
13656	0	37
13659	3	0
13662	3	0
13665	3	5
13666	1	5
13669	3	39
13691	22	36
13693	2	15
13700	7	5
13702	2	0
13703	1	3
13711	8	0
13717	6	5
13718	1	0
13722	4	0
13733	11	512
13734	1	512
13735	1	53
13736	1	14
13740	4	0
13741	1	0
13743	2	512
13744	1	5
13745	1	0
13747	2	512
13747	0	0
13747	0	41
13747	0	0
13748	1	3
13749	1	212
13752	3	0
13753	1	8
13757	4	408
13758	1	5
13759	1	512
13760	1	0
13761	1	3
13766	5	0
13770	4	0
13774	4	512
13775	1	512
13775	0	212
13775	0	255
13781	6	0
13783	2	512
13783	0	512
13784	1	512
13784	0	179
13791	7	0
13794	3	0
13796	2	0
13810	14	37
13811	1	0
13812	1	0
13821	9	0
13834	13	0
13835	1	512
13836	1	512
13836	0	182
13836	0	512
13838	2	35
13840	2	0
13840	0	0
13841	1	3
13844	3	0
13846	2	256
13847	1	512
13847	0	0
13848	1	512
13848	0	1
13849	1	512
13849	0	512
13851	2	512
13852	1	512
13854	2	0
13861	7	0
13862	1	256
13863	1	256
13863	0	8
13864	1	0
13879	15	0
13881	2	512
13882	1	0
13882	0	0
13883	1	0
13888	5	0
13888	0	5
13892	4	0
13894	2	512
13895	1	512
13897	2	5
13901	4	5
13902	1	0
13904	2	0
13905	1	43
13908	3	0
13909	1	5
13913	4	5
13914	1	512
13914	0	512
13914	0	141
13927	13	512
13927	0	0
13932	5	0
13933	1	0
13935	2	512
13935	0	512
13936	1	512
13936	0	512
13937	1	512
13937	0	321
13939	2	0
13947	8	0
